Demand for California (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389936&sdid=EBA.CAL-ALL.D.H
04:20:22 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.CAL-ALL.D.H megawatthours
08/24/2019 04H,44538
08/24/2019 03H,45913
08/24/2019 02H,47532
08/24/2019 01H,48285
08/24/2019 00H,47534
08/23/2019 23H,45943
08/23/2019 22H,43831
08/23/2019 21H,41684
08/23/2019 20H,39547
08/23/2019 19H,37856
08/23/2019 18H,36332
08/23/2019 17H,35182
08/23/2019 16H,34450
08/23/2019 15H,33632
08/23/2019 14H,32317
08/23/2019 13H,30089
08/23/2019 12H,28672
08/23/2019 11H,28485
08/23/2019 10H,29133
08/23/2019 09H,30404
08/23/2019 08H,32227
08/23/2019 07H,34865
08/23/2019 06H,38516
08/23/2019 05H,42534
08/23/2019 04H,45565
08/23/2019 03H,47072
08/23/2019 02H,48760
08/23/2019 01H,49646
08/23/2019 00H,49089
08/22/2019 23H,47807
08/22/2019 22H,45732
08/22/2019 21H,43540
08/22/2019 20H,40983
08/22/2019 19H,36505
08/22/2019 18H,35894
08/22/2019 17H,35244
08/22/2019 16H,34915
08/22/2019 15H,33922
08/22/2019 14H,32656
08/22/2019 13H,30370
08/22/2019 12H,28966
08/22/2019 11H,28790
08/22/2019 10H,29568
08/22/2019 09H,30824
08/22/2019 08H,32932
08/22/2019 07H,35701
08/22/2019 06H,39480
08/22/2019 05H,43777
08/22/2019 04H,47045
08/22/2019 03H,48448
08/22/2019 02H,50001
08/22/2019 01H,50395
08/22/2019 00H,49360
08/21/2019 23H,47534
08/21/2019 22H,45008
08/21/2019 21H,42145
08/21/2019 20H,39225
08/21/2019 19H,37069
08/21/2019 18H,35322
08/21/2019 17H,33985
08/21/2019 16H,32902
08/21/2019 15H,32002
08/21/2019 14H,30882
08/21/2019 13H,28914
08/21/2019 12H,27476
08/21/2019 11H,27311
08/21/2019 10H,27946
08/21/2019 09H,29162
08/21/2019 08H,30956
08/21/2019 07H,33363
08/21/2019 06H,36868
08/21/2019 05H,40820
08/21/2019 04H,43682
08/21/2019 03H,44856
08/21/2019 02H,46027
08/21/2019 01H,46363
08/21/2019 00H,45546
08/20/2019 23H,43673
08/20/2019 22H,41458
08/20/2019 21H,39182
08/20/2019 20H,36946
08/20/2019 19H,35580
08/20/2019 18H,34507
08/20/2019 17H,33581
08/20/2019 16H,32796
08/20/2019 15H,32016
08/20/2019 14H,30842
08/20/2019 13H,28744
08/20/2019 12H,27306
08/20/2019 11H,27029
08/20/2019 10H,27611
08/20/2019 09H,28743
08/20/2019 08H,30399
08/20/2019 07H,32664
08/20/2019 06H,36046
08/20/2019 05H,39818
08/20/2019 04H,42537
08/20/2019 03H,43524
08/20/2019 02H,44569
08/20/2019 01H,44449
08/20/2019 00H,43373
08/19/2019 23H,41642
08/19/2019 22H,39595
08/19/2019 21H,37455
08/19/2019 20H,35618
08/19/2019 19H,34616
08/19/2019 18H,33748
08/19/2019 17H,33245
08/19/2019 16H,32750
08/19/2019 15H,31846
08/19/2019 14H,30635
08/19/2019 13H,28362
08/19/2019 12H,26670
08/19/2019 11H,26153
08/19/2019 10H,26497
08/19/2019 09H,27337
08/19/2019 08H,28801
08/19/2019 07H,30952
08/19/2019 06H,33918
08/19/2019 05H,36975
08/19/2019 04H,39118
08/19/2019 03H,39663
08/19/2019 02H,40179
08/19/2019 01H,39362
08/19/2019 00H,37618
08/18/2019 23H,35493
08/18/2019 22H,33321
08/18/2019 21H,31477
08/18/2019 20H,29755
08/18/2019 19H,28788
08/18/2019 18H,28182
08/18/2019 17H,27772
08/18/2019 16H,27094
08/18/2019 15H,26299
08/18/2019 14H,26162
08/18/2019 13H,26158
08/18/2019 12H,26009
08/18/2019 11H,26307
08/18/2019 10H,27099
08/18/2019 09H,28210
08/18/2019 08H,29890
08/18/2019 07H,32060
08/18/2019 06H,34705
08/18/2019 05H,37256
08/18/2019 04H,39306
08/18/2019 03H,40343
08/18/2019 02H,41432
08/18/2019 01H,41592
08/18/2019 00H,40665
08/17/2019 23H,39292
08/17/2019 22H,37432
08/17/2019 21H,35584
08/17/2019 20H,34010
08/17/2019 19H,32900
08/17/2019 18H,31925
08/17/2019 17H,31149
08/17/2019 16H,30392
08/17/2019 15H,29088
08/17/2019 14H,28618
08/17/2019 13H,28242
08/17/2019 12H,27976
08/17/2019 11H,28381
08/17/2019 10H,29366
08/17/2019 09H,30910
08/17/2019 08H,33008
08/17/2019 07H,35675
08/17/2019 06H,39165
08/17/2019 05H,42936
08/17/2019 04H,45982
08/17/2019 03H,47874
08/17/2019 02H,50055
08/17/2019 01H,51122
08/17/2019 00H,50864
08/16/2019 23H,49634
08/16/2019 22H,47532
08/16/2019 21H,45229
08/16/2019 20H,42694
08/16/2019 19H,40484
08/16/2019 18H,38581
08/16/2019 17H,36923
08/16/2019 16H,35615
08/16/2019 15H,34266
08/16/2019 14H,32719
08/16/2019 13H,30822
08/16/2019 12H,29750
08/16/2019 11H,29834
08/16/2019 10H,30838
08/16/2019 09H,32429
08/16/2019 08H,34750
08/16/2019 07H,37825
08/16/2019 06H,42221
08/16/2019 05H,47279
08/16/2019 04H,50614
08/16/2019 03H,52374
08/16/2019 02H,54196
08/16/2019 01H,55067
08/16/2019 00H,54478
08/15/2019 23H,52861
08/15/2019 22H,50166
08/15/2019 21H,47182
08/15/2019 20H,44022
08/15/2019 19H,41294
08/15/2019 18H,38929
08/15/2019 17H,37117
08/15/2019 16H,35665
08/15/2019 15H,34083
08/15/2019 14H,32580
08/15/2019 13H,30677
08/15/2019 12H,29414
08/15/2019 11H,29533
08/15/2019 10H,30410
08/15/2019 09H,32128
08/15/2019 08H,34373
08/15/2019 07H,37526
08/15/2019 06H,41978
08/15/2019 05H,47000
08/15/2019 04H,50422
08/15/2019 03H,52192
08/15/2019 02H,54074
08/15/2019 01H,54735
08/15/2019 00H,53984
08/14/2019 23H,52140
08/14/2019 22H,49491
08/14/2019 21H,46237
08/14/2019 20H,43214
08/14/2019 19H,39839
08/14/2019 18H,37998
08/14/2019 17H,35950
08/14/2019 16H,34536
08/14/2019 15H,33354
08/14/2019 14H,32010
08/14/2019 13H,30020
08/14/2019 12H,28700
08/14/2019 11H,28654
08/14/2019 10H,29375
08/14/2019 09H,30868
08/14/2019 08H,32884
08/14/2019 07H,35680
08/14/2019 06H,39660
08/14/2019 05H,44213
08/14/2019 04H,47312
08/14/2019 03H,48828
08/14/2019 02H,50391
08/14/2019 01H,50604
08/14/2019 00H,49979
08/13/2019 23H,48156
08/13/2019 22H,45799
08/13/2019 21H,43107
08/13/2019 20H,40275
08/13/2019 19H,38049
08/13/2019 18H,36386
08/13/2019 17H,35234
08/13/2019 16H,34511
08/13/2019 15H,32316
08/13/2019 14H,31136
08/13/2019 13H,29272
08/13/2019 12H,27892
08/13/2019 11H,27737
08/13/2019 10H,28469
08/13/2019 09H,29619
08/13/2019 08H,31545
08/13/2019 07H,34181
08/13/2019 06H,37821
08/13/2019 05H,41904
08/13/2019 04H,44627
08/13/2019 03H,45956
08/13/2019 02H,47453
08/13/2019 01H,47687
08/13/2019 00H,46645
08/12/2019 23H,45071
08/12/2019 22H,42894
08/12/2019 21H,40514
08/12/2019 20H,38111
08/12/2019 19H,36237
08/12/2019 18H,34884
08/12/2019 17H,33900
08/12/2019 16H,32797
08/12/2019 15H,31633
08/12/2019 14H,30205
08/12/2019 13H,28230
08/12/2019 12H,26678
08/12/2019 11H,26264
08/12/2019 10H,26726
08/12/2019 09H,27732
08/12/2019 08H,29288
08/12/2019 07H,31414
08/12/2019 06H,34432
08/12/2019 05H,37682
08/12/2019 04H,39616
08/12/2019 03H,40170
08/12/2019 02H,40832
08/12/2019 01H,40067
08/12/2019 00H,38381
08/11/2019 23H,36452
08/11/2019 22H,34097
08/11/2019 21H,32057
08/11/2019 20H,30204
08/11/2019 19H,29204
08/11/2019 18H,28057
08/11/2019 17H,27491
08/11/2019 16H,27071
08/11/2019 15H,26001
08/11/2019 14H,25819
08/11/2019 13H,25943
08/11/2019 12H,25830
08/11/2019 11H,26132
08/11/2019 10H,27023
08/11/2019 09H,28236
08/11/2019 08H,29837
08/11/2019 07H,31731
08/11/2019 06H,34326
08/11/2019 05H,36914
08/11/2019 04H,38497
08/11/2019 03H,39032
08/11/2019 02H,39744
08/11/2019 01H,39364
08/11/2019 00H,38332
08/10/2019 23H,36919
08/10/2019 22H,35302
08/10/2019 21H,33909
08/10/2019 20H,32631
08/10/2019 19H,31774
08/10/2019 18H,31169
08/10/2019 17H,29853
08/10/2019 16H,28926
08/10/2019 15H,27918
08/10/2019 14H,27473
08/10/2019 13H,27221
08/10/2019 12H,26845
08/10/2019 11H,27004
08/10/2019 10H,27858
08/10/2019 09H,29114
08/10/2019 08H,30847
08/10/2019 07H,33363
08/10/2019 06H,36320
08/10/2019 05H,39143
08/10/2019 04H,41053
08/10/2019 03H,41999
08/10/2019 02H,43296
08/10/2019 01H,43380
08/10/2019 00H,42519
08/9/2019 23H,41128
08/9/2019 22H,39256
08/9/2019 21H,37536
08/9/2019 20H,35870
08/9/2019 19H,34872
08/9/2019 18H,34008
08/9/2019 17H,33102
08/9/2019 16H,32367
08/9/2019 15H,31377
08/9/2019 14H,30266
08/9/2019 13H,28680
08/9/2019 12H,27438
08/9/2019 11H,27278
08/9/2019 10H,27887
08/9/2019 09H,29044
08/9/2019 08H,30732
08/9/2019 07H,33168
08/9/2019 06H,36348
08/9/2019 05H,39720
08/9/2019 04H,41878
08/9/2019 03H,42842
08/9/2019 02H,44113
08/9/2019 01H,44369
08/9/2019 00H,43640
08/8/2019 23H,42420
08/8/2019 22H,40922
08/8/2019 21H,40389
08/8/2019 20H,37660
08/8/2019 19H,36383
08/8/2019 18H,35295
08/8/2019 17H,34190
08/8/2019 16H,33442
08/8/2019 15H,32283
08/8/2019 14H,31203
08/8/2019 13H,29575
08/8/2019 12H,28265
08/8/2019 11H,28095
08/8/2019 10H,28710
08/8/2019 09H,29967
08/8/2019 08H,31849
08/8/2019 07H,34284
08/8/2019 06H,37649
08/8/2019 05H,41376
08/8/2019 04H,43930
08/8/2019 03H,45389
08/8/2019 02H,47125
08/8/2019 01H,47629
08/8/2019 00H,47035
08/7/2019 23H,45740
08/7/2019 22H,43778
08/7/2019 21H,41803
08/7/2019 20H,39723
08/7/2019 19H,38197
08/7/2019 18H,37021
08/7/2019 17H,35784
08/7/2019 16H,35011
08/7/2019 15H,33865
08/7/2019 14H,32545
08/7/2019 13H,30685
08/7/2019 12H,29371
08/7/2019 11H,29284
08/7/2019 10H,30064
08/7/2019 09H,31502
08/7/2019 08H,33574
08/7/2019 07H,36400
08/7/2019 06H,40206
08/7/2019 05H,44253
08/7/2019 04H,47160
08/7/2019 03H,48750
08/7/2019 02H,50770
08/7/2019 01H,51788
08/7/2019 00H,51374
08/6/2019 23H,50137
08/6/2019 22H,47746
08/6/2019 21H,44910
08/6/2019 20H,41984
08/6/2019 19H,39604
08/6/2019 18H,37757
08/6/2019 17H,36384
08/6/2019 16H,35102
08/6/2019 15H,33864
08/6/2019 14H,32414
08/6/2019 13H,30649
08/6/2019 12H,29306
08/6/2019 11H,29245
08/6/2019 10H,30085
08/6/2019 09H,31616
08/6/2019 08H,33639
08/6/2019 07H,36342
08/6/2019 06H,40136
08/6/2019 05H,44346
08/6/2019 04H,47066
08/6/2019 03H,48636
08/6/2019 02H,50396
08/6/2019 01H,50894
08/6/2019 00H,50132
08/5/2019 23H,48860
08/5/2019 22H,47017
08/5/2019 21H,42893
08/5/2019 20H,41969
08/5/2019 19H,39565
08/5/2019 18H,37650
08/5/2019 17H,35814
08/5/2019 16H,34649
08/5/2019 15H,32908
08/5/2019 14H,31302
08/5/2019 13H,29560
08/5/2019 12H,28186
08/5/2019 11H,27976
08/5/2019 10H,28634
08/5/2019 09H,29972
08/5/2019 08H,31815
08/5/2019 07H,34422
08/5/2019 06H,37952
08/5/2019 05H,41540
08/5/2019 04H,44009
08/5/2019 03H,45429
08/5/2019 02H,46901
08/5/2019 01H,46856
08/5/2019 00H,45404
08/4/2019 23H,43657
08/4/2019 22H,41229
08/4/2019 21H,38466
08/4/2019 20H,35751
08/4/2019 19H,33463
08/4/2019 18H,31935
08/4/2019 17H,30505
08/4/2019 16H,29192
08/4/2019 15H,27642
08/4/2019 14H,27141
08/4/2019 13H,27377
08/4/2019 12H,27413
08/4/2019 11H,27999
08/4/2019 10H,29136
08/4/2019 09H,30748
08/4/2019 08H,32806
08/4/2019 07H,35485
08/4/2019 06H,38698
08/4/2019 05H,42110
08/4/2019 04H,44496
08/4/2019 03H,45920
08/4/2019 02H,47332
08/4/2019 01H,47279
08/4/2019 00H,46248
08/3/2019 23H,44817
08/3/2019 22H,42599
08/3/2019 21H,40199
08/3/2019 20H,37628
08/3/2019 19H,35255
08/3/2019 18H,33576
08/3/2019 17H,31958
08/3/2019 16H,30392
08/3/2019 15H,29091
08/3/2019 14H,28410
08/3/2019 13H,28353
08/3/2019 12H,28222
08/3/2019 11H,28603
08/3/2019 10H,29653
08/3/2019 09H,31248
08/3/2019 08H,33415
08/3/2019 07H,36265
08/3/2019 06H,39646
08/3/2019 05H,43217
08/3/2019 04H,45649
08/3/2019 03H,47226
08/3/2019 02H,48831
08/3/2019 01H,49313
08/3/2019 00H,48538
08/2/2019 23H,46801
08/2/2019 22H,44660
08/2/2019 21H,42008
08/2/2019 20H,39512
08/2/2019 19H,37442
08/2/2019 18H,35839
08/2/2019 17H,34526
08/2/2019 16H,33520
08/2/2019 15H,32469
08/2/2019 14H,31312
08/2/2019 13H,29988
08/2/2019 12H,28830
08/2/2019 11H,28843
08/2/2019 10H,29483
08/2/2019 09H,30685
08/2/2019 08H,32674
08/2/2019 07H,35394
08/2/2019 06H,39035
08/2/2019 05H,42849
08/2/2019 04H,45214
08/2/2019 03H,46691
08/2/2019 02H,48099
08/2/2019 01H,48232
08/2/2019 00H,47310
08/1/2019 23H,45831
08/1/2019 22H,43956
08/1/2019 21H,41754
08/1/2019 20H,39637
08/1/2019 19H,37645
08/1/2019 18H,36285
08/1/2019 17H,35049
08/1/2019 16H,34124
08/1/2019 15H,33152
08/1/2019 14H,31923
08/1/2019 13H,30434
08/1/2019 12H,29200
08/1/2019 11H,29112
08/1/2019 10H,29850
08/1/2019 09H,31208
08/1/2019 08H,32827
08/1/2019 07H,34806
08/1/2019 06H,38340
08/1/2019 05H,42103
08/1/2019 04H,44474
08/1/2019 03H,45680
08/1/2019 02H,46887
08/1/2019 01H,47030
08/1/2019 00H,46074
07/31/2019 23H,44540
07/31/2019 22H,42519
07/31/2019 21H,40409
07/31/2019 20H,38492
07/31/2019 19H,36787
07/31/2019 18H,35331
07/31/2019 17H,34501
07/31/2019 16H,33624
07/31/2019 15H,32385
07/31/2019 14H,31154
07/31/2019 13H,29702
07/31/2019 12H,28800
07/31/2019 11H,28918
07/31/2019 10H,29618
07/31/2019 09H,30640
07/31/2019 08H,32165
07/31/2019 07H,35324
07/31/2019 06H,38778
07/31/2019 05H,42372
07/31/2019 04H,44585
07/31/2019 03H,45589
07/31/2019 02H,46792
07/31/2019 01H,46844
07/31/2019 00H,46107
07/30/2019 23H,44764
07/30/2019 22H,43273
07/30/2019 21H,41124
07/30/2019 20H,39061
07/30/2019 19H,37410
07/30/2019 18H,36044
07/30/2019 17H,34896
07/30/2019 16H,34080
07/30/2019 15H,32981
07/30/2019 14H,31776
07/30/2019 13H,30250
07/30/2019 12H,29009
07/30/2019 11H,28914
07/30/2019 10H,29720
07/30/2019 09H,31059
07/30/2019 08H,33035
07/30/2019 07H,35775
07/30/2019 06H,39290
07/30/2019 05H,43360
07/30/2019 04H,45963
07/30/2019 03H,47485
07/30/2019 02H,49199
07/30/2019 01H,49501
07/30/2019 00H,48571
07/29/2019 23H,47171
07/29/2019 22H,45201
07/29/2019 21H,43193
07/29/2019 20H,40990
07/29/2019 19H,39014
07/29/2019 18H,37516
07/29/2019 17H,36215
07/29/2019 16H,35217
07/29/2019 15H,33642
07/29/2019 14H,31954
07/29/2019 13H,30459
07/29/2019 12H,29183
07/29/2019 11H,29025
07/29/2019 10H,29791
07/29/2019 09H,31314
07/29/2019 08H,33366
07/29/2019 07H,36234
07/29/2019 06H,40138
07/29/2019 05H,43942
07/29/2019 04H,46454
07/29/2019 03H,48082
07/29/2019 02H,49517
07/29/2019 01H,49297
07/29/2019 00H,48287
07/28/2019 23H,46815
07/28/2019 22H,44911
07/28/2019 21H,42689
07/28/2019 20H,40065
07/28/2019 19H,37512
07/28/2019 18H,35165
07/28/2019 17H,33085
07/28/2019 16H,31281
07/28/2019 15H,29635
07/28/2019 14H,28635
07/28/2019 13H,28856
07/28/2019 12H,29096
07/28/2019 11H,29828
07/28/2019 10H,31233
07/28/2019 09H,33149
07/28/2019 08H,35592
07/28/2019 07H,38722
07/28/2019 06H,42441
07/28/2019 05H,46199
07/28/2019 04H,48730
07/28/2019 03H,50674
07/28/2019 02H,51914
07/28/2019 01H,51537
07/28/2019 00H,50178
07/27/2019 23H,48494
07/27/2019 22H,46365
07/27/2019 21H,44080
07/27/2019 20H,41438
07/27/2019 19H,38865
07/27/2019 18H,36726
07/27/2019 17H,34624
07/27/2019 16H,32833
07/27/2019 15H,31470
07/27/2019 14H,29971
07/27/2019 13H,29836
07/27/2019 12H,29724
07/27/2019 11H,30225
07/27/2019 10H,31175
07/27/2019 09H,32941
07/27/2019 08H,35343
07/27/2019 07H,38419
07/27/2019 06H,42190
07/27/2019 05H,46099
07/27/2019 04H,48576
07/27/2019 03H,50551
07/27/2019 02H,52183
07/27/2019 01H,52704
07/27/2019 00H,52474
07/26/2019 23H,51214
07/26/2019 22H,49275
07/26/2019 21H,47448
07/26/2019 20H,45026
07/26/2019 19H,42736
07/26/2019 18H,40509
07/26/2019 17H,38373
07/26/2019 16H,36672
07/26/2019 15H,35003
07/26/2019 14H,33385
07/26/2019 13H,31855
07/26/2019 12H,30823
07/26/2019 11H,30919
07/26/2019 10H,31963
07/26/2019 09H,33641
07/26/2019 08H,35829
07/26/2019 07H,38726
07/26/2019 06H,42688
07/26/2019 05H,46694
07/26/2019 04H,48994
07/26/2019 03H,50272
07/26/2019 02H,51917
07/26/2019 01H,52560
07/26/2019 00H,51895
07/25/2019 23H,50461
07/25/2019 22H,48210
07/25/2019 21H,46017
07/25/2019 20H,43728
07/25/2019 19H,41842
07/25/2019 18H,40359
07/25/2019 17H,38624
07/25/2019 16H,37298
07/25/2019 15H,35498
07/25/2019 14H,33837
07/25/2019 13H,32328
07/25/2019 12H,31369
07/25/2019 11H,31576
07/25/2019 10H,32685
07/25/2019 09H,34435
07/25/2019 08H,36596
07/25/2019 07H,40006
07/25/2019 06H,44271
07/25/2019 05H,48492
07/25/2019 04H,50604
07/25/2019 03H,52122
07/25/2019 02H,53169
07/25/2019 01H,54125
07/25/2019 00H,53840
07/24/2019 23H,53132
07/24/2019 22H,51180
07/24/2019 21H,49239
07/24/2019 20H,46652
07/24/2019 19H,43729
07/24/2019 18H,40822
07/24/2019 17H,38324
07/24/2019 16H,36427
07/24/2019 15H,34506
07/24/2019 14H,32018
07/24/2019 13H,31060
07/24/2019 12H,30159
07/24/2019 11H,30282
07/24/2019 10H,31463
07/24/2019 09H,33120
07/24/2019 08H,35068
07/24/2019 07H,38264
07/24/2019 06H,42249
07/24/2019 05H,46501
07/24/2019 04H,48879
07/24/2019 03H,50590
07/24/2019 02H,51970
07/24/2019 01H,52546
07/24/2019 00H,52161
07/23/2019 23H,50983
07/23/2019 22H,48918
07/23/2019 21H,46474
07/23/2019 20H,44086
07/23/2019 19H,42023
07/23/2019 18H,39617
07/23/2019 17H,37779
07/23/2019 16H,36177
07/23/2019 15H,34861
07/23/2019 14H,33308
07/23/2019 13H,31564
07/23/2019 12H,30244
07/23/2019 11H,30128
07/23/2019 10H,30995
07/23/2019 09H,32419
07/23/2019 08H,34529
07/23/2019 07H,37386
07/23/2019 06H,41281
07/23/2019 05H,45280
07/23/2019 04H,47469
07/23/2019 03H,48751
07/23/2019 02H,50015
07/23/2019 01H,50386
07/23/2019 00H,49654
07/22/2019 23H,47898
07/22/2019 22H,45534
07/22/2019 21H,42744
07/22/2019 20H,39977
07/22/2019 19H,38114
07/22/2019 18H,36432
07/22/2019 17H,35242
07/22/2019 16H,34097
07/22/2019 15H,32739
07/22/2019 14H,30842
07/22/2019 13H,29207
07/22/2019 12H,27884
07/22/2019 11H,27607
07/22/2019 10H,28106
07/22/2019 09H,29204
07/22/2019 08H,31034
07/22/2019 07H,33532
07/22/2019 06H,36756
07/22/2019 05H,40405
07/22/2019 04H,42011
07/22/2019 03H,42914
07/22/2019 02H,43530
07/22/2019 01H,42692
07/22/2019 00H,40908
07/21/2019 23H,38734
07/21/2019 22H,36359
07/21/2019 21H,33863
07/21/2019 20H,31760
07/21/2019 19H,30304
07/21/2019 18H,29337
07/21/2019 17H,28251
07/21/2019 16H,27640
07/21/2019 15H,26692
07/21/2019 14H,26017
07/21/2019 13H,26244
07/21/2019 12H,26196
07/21/2019 11H,26448
07/21/2019 10H,27269
07/21/2019 09H,28366
07/21/2019 08H,29929
07/21/2019 07H,32180
07/21/2019 06H,34773
07/21/2019 05H,37269
07/21/2019 04H,38568
07/21/2019 03H,39241
07/21/2019 02H,39836
07/21/2019 01H,39169
07/21/2019 00H,37810
07/20/2019 23H,36065
07/20/2019 22H,34377
07/20/2019 21H,32908
07/20/2019 20H,31952
07/20/2019 19H,31066
07/20/2019 18H,30270
07/20/2019 17H,29505
07/20/2019 16H,28953
07/20/2019 15H,28065
07/20/2019 14H,27371
07/20/2019 13H,26947
07/20/2019 12H,26538
07/20/2019 11H,26721
07/20/2019 10H,27528
07/20/2019 09H,28830
07/20/2019 08H,30576
07/20/2019 07H,32954
07/20/2019 06H,35923
07/20/2019 05H,38840
07/20/2019 04H,40423
07/20/2019 03H,41398
07/20/2019 02H,42342
07/20/2019 01H,42456
07/20/2019 00H,41585
07/19/2019 23H,40315
07/19/2019 22H,38647
07/19/2019 21H,37054
07/19/2019 20H,35644
07/19/2019 19H,34968
07/19/2019 18H,34434
07/19/2019 17H,33559
07/19/2019 16H,32690
07/19/2019 15H,31666
07/19/2019 14H,30378
07/19/2019 13H,28952
07/19/2019 12H,27749
07/19/2019 11H,27688
07/19/2019 10H,28397
07/19/2019 09H,29544
07/19/2019 08H,31379
07/19/2019 07H,33788
07/19/2019 06H,37106
07/19/2019 05H,40408
07/19/2019 04H,42627
07/19/2019 03H,44098
07/19/2019 02H,45336
07/19/2019 01H,45552
07/19/2019 00H,44965
07/18/2019 23H,43717
07/18/2019 22H,42103
07/18/2019 21H,40314
07/18/2019 20H,38499
07/18/2019 19H,36980
07/18/2019 18H,35644
07/18/2019 17H,34477
07/18/2019 16H,33550
07/18/2019 15H,32479
07/18/2019 14H,31144
07/18/2019 13H,29651
07/18/2019 12H,28432
07/18/2019 11H,28286
07/18/2019 10H,29014
07/18/2019 09H,30360
07/18/2019 08H,32294
07/18/2019 07H,34939
07/18/2019 06H,38495
07/18/2019 05H,42144
07/18/2019 04H,44110
07/18/2019 03H,45332
07/18/2019 02H,46443
07/18/2019 01H,46350
07/18/2019 00H,45506
07/17/2019 23H,43966
07/17/2019 22H,42087
07/17/2019 21H,40130
07/17/2019 20H,38617
07/17/2019 19H,37097
07/17/2019 18H,35758
07/17/2019 17H,34559
07/17/2019 16H,33617
07/17/2019 15H,32442
07/17/2019 14H,31083
07/17/2019 13H,29662
07/17/2019 12H,28435
07/17/2019 11H,28339
07/17/2019 10H,29029
07/17/2019 09H,30364
07/17/2019 08H,32279
07/17/2019 07H,34895
07/17/2019 06H,38307
07/17/2019 05H,42236
07/17/2019 04H,44420
07/17/2019 03H,45971
07/17/2019 02H,47423
07/17/2019 01H,47742
07/17/2019 00H,47108
07/16/2019 23H,45815
07/16/2019 22H,44107
07/16/2019 21H,42181
07/16/2019 20H,40007
07/16/2019 19H,38377
07/16/2019 18H,37198
07/16/2019 17H,35448
07/16/2019 16H,34491
07/16/2019 15H,32782
07/16/2019 14H,31217
07/16/2019 13H,29841
07/16/2019 12H,28735
07/16/2019 11H,28724
07/16/2019 10H,29490
07/16/2019 09H,30875
07/16/2019 08H,32924
07/16/2019 07H,35795
07/16/2019 06H,39715
07/16/2019 05H,43892
07/16/2019 04H,46216
07/16/2019 03H,48062
07/16/2019 02H,49549
07/16/2019 01H,49569
07/16/2019 00H,48701
07/15/2019 23H,47196
07/15/2019 22H,45405
07/15/2019 21H,43311
07/15/2019 20H,41059
07/15/2019 19H,38934
07/15/2019 18H,37108
07/15/2019 17H,35291
07/15/2019 16H,33995
07/15/2019 15H,32518
07/15/2019 14H,30746
07/15/2019 13H,29081
07/15/2019 12H,27825
07/15/2019 11H,27605
07/15/2019 10H,28275
07/15/2019 09H,29516
07/15/2019 08H,31258
07/15/2019 07H,33799
07/15/2019 06H,37262
07/15/2019 05H,40702
07/15/2019 04H,42677
07/15/2019 03H,44042
07/15/2019 02H,44711
07/15/2019 01H,43963
07/15/2019 00H,42504
07/14/2019 23H,40716
07/14/2019 22H,38841
07/14/2019 21H,36681
07/14/2019 20H,34592
07/14/2019 19H,32636
07/14/2019 18H,31205
07/14/2019 17H,29637
07/14/2019 16H,28384
07/14/2019 15H,27563
07/14/2019 14H,26575
07/14/2019 13H,26832
07/14/2019 12H,27122
07/14/2019 11H,27703
07/14/2019 10H,28837
07/14/2019 09H,30347
07/14/2019 08H,32392
07/14/2019 07H,34969
07/14/2019 06H,38195
07/14/2019 05H,41485
07/14/2019 04H,43455
07/14/2019 03H,44994
07/14/2019 02H,45959
07/14/2019 01H,45530
07/14/2019 00H,44240
07/13/2019 23H,42456
07/13/2019 22H,40531
07/13/2019 21H,38442
07/13/2019 20H,36344
07/13/2019 19H,34735
07/13/2019 18H,33185
07/13/2019 17H,31923
07/13/2019 16H,30677
07/13/2019 15H,29325
07/13/2019 14H,28413
07/13/2019 13H,28115
07/13/2019 12H,27978
07/13/2019 11H,28627
07/13/2019 10H,29739
07/13/2019 09H,31153
07/13/2019 08H,33438
07/13/2019 07H,36220
07/13/2019 06H,39416
07/13/2019 05H,43100
07/13/2019 04H,45016
07/13/2019 03H,46636
07/13/2019 02H,47957
07/13/2019 01H,48150
07/13/2019 00H,47260
07/12/2019 23H,45770
07/12/2019 22H,43859
07/12/2019 21H,41605
07/12/2019 20H,39186
07/12/2019 19H,37502
07/12/2019 18H,35920
07/12/2019 17H,34487
07/12/2019 16H,33595
07/12/2019 15H,32298
07/12/2019 14H,30685
07/12/2019 13H,29327
07/12/2019 12H,28411
07/12/2019 11H,28480
07/12/2019 10H,29177
07/12/2019 09H,30531
07/12/2019 08H,32592
07/12/2019 07H,35209
07/12/2019 06H,38208
07/12/2019 05H,41683
07/12/2019 04H,43777
07/12/2019 03H,45341
07/12/2019 02H,46499
07/12/2019 01H,46377
07/12/2019 00H,45343
07/11/2019 23H,44078
07/11/2019 22H,42241
07/11/2019 21H,40203
07/11/2019 20H,38241
07/11/2019 19H,36585
07/11/2019 18H,35420
07/11/2019 17H,34116
07/11/2019 16H,33217
07/11/2019 15H,32145
07/11/2019 14H,30384
07/11/2019 13H,29009
07/11/2019 12H,27864
07/11/2019 11H,27687
07/11/2019 10H,28471
07/11/2019 09H,29729
07/11/2019 08H,31291
07/11/2019 07H,33497
07/11/2019 06H,36623
07/11/2019 05H,40122
07/11/2019 04H,41698
07/11/2019 03H,42817
07/11/2019 02H,43597
07/11/2019 01H,43357
07/11/2019 00H,42283
07/10/2019 23H,40724
07/10/2019 22H,38851
07/10/2019 21H,37433
07/10/2019 20H,36049
07/10/2019 19H,35126
