Demand for Southwest (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389946&sdid=EBA.SW-ALL.D.H
04:14:53 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SW-ALL.D.H megawatthours
10/15/2018 16H,9121
10/15/2018 15H,9287
10/15/2018 14H,9411
10/15/2018 13H,8715
10/15/2018 12H,8089
10/15/2018 11H,7777
10/15/2018 10H,7801
10/15/2018 09H,7892
10/15/2018 08H,8088
10/15/2018 07H,8484
10/15/2018 06H,9253
10/15/2018 05H,9891
10/15/2018 04H,10426
10/15/2018 03H,10807
10/15/2018 02H,10953
10/15/2018 01H,10599
10/15/2018 00H,10265
10/14/2018 23H,9905
10/14/2018 22H,9441
10/14/2018 21H,9225
10/14/2018 20H,8868
10/14/2018 19H,8627
10/14/2018 18H,8638
10/14/2018 17H,8484
10/14/2018 16H,8228
10/14/2018 15H,7883
10/14/2018 14H,7715
10/14/2018 13H,7691
10/14/2018 12H,7523
10/14/2018 11H,7574
10/14/2018 10H,7642
10/14/2018 09H,7871
10/14/2018 08H,8142
10/14/2018 07H,8474
10/14/2018 06H,8974
10/14/2018 05H,9356
10/14/2018 04H,9872
10/14/2018 03H,10111
10/14/2018 02H,10256
10/14/2018 01H,9971
10/14/2018 00H,9627
10/13/2018 23H,9538
10/13/2018 22H,9573
10/13/2018 21H,9617
10/13/2018 20H,9672
10/13/2018 19H,9612
10/13/2018 18H,9590
10/13/2018 17H,9512
10/13/2018 16H,9201
10/13/2018 15H,8916
10/13/2018 14H,8618
10/13/2018 13H,8330
10/13/2018 12H,8153
10/13/2018 11H,8120
10/13/2018 10H,8188
10/13/2018 09H,8343
10/13/2018 08H,8725
10/13/2018 07H,9263
10/13/2018 06H,9930
10/13/2018 05H,10580
10/13/2018 04H,11024
10/13/2018 03H,11382
10/13/2018 02H,11511
10/13/2018 01H,11300
10/13/2018 00H,11104
10/12/2018 23H,10765
10/12/2018 22H,10507
10/12/2018 21H,10177
10/12/2018 20H,10104
10/12/2018 19H,10061
10/12/2018 18H,10164
10/12/2018 17H,10092
10/12/2018 16H,10037
10/12/2018 15H,9639
10/12/2018 14H,9667
10/12/2018 13H,9186
10/12/2018 12H,8602
10/12/2018 11H,8351
10/12/2018 10H,8436
10/12/2018 09H,8559
10/12/2018 08H,8909
10/12/2018 07H,9399
10/12/2018 06H,10129
10/12/2018 05H,10956
10/12/2018 04H,11563
10/12/2018 03H,11803
10/12/2018 02H,11937
10/12/2018 01H,11711
10/12/2018 00H,11467
10/11/2018 23H,11383
10/11/2018 22H,11276
10/11/2018 21H,11050
10/11/2018 20H,10586
10/11/2018 19H,10203
10/11/2018 18H,9830
10/11/2018 17H,9573
10/11/2018 16H,9445
10/11/2018 15H,9468
10/11/2018 14H,9407
10/11/2018 13H,8977
10/11/2018 12H,8336
10/11/2018 11H,7985
10/11/2018 10H,8019
10/11/2018 09H,8161
10/11/2018 08H,8363
10/11/2018 07H,8868
10/11/2018 06H,9586
10/11/2018 05H,10434
10/11/2018 04H,11120
10/11/2018 03H,11442
10/11/2018 02H,11666
10/11/2018 01H,11404
10/11/2018 00H,11199
10/10/2018 23H,10801
10/10/2018 22H,10474
10/10/2018 21H,10053
10/10/2018 20H,9599
10/10/2018 19H,9355
10/10/2018 18H,9096
10/10/2018 17H,9010
10/10/2018 16H,8929
10/10/2018 15H,9037
10/10/2018 14H,9046
10/10/2018 13H,8712
10/10/2018 12H,8067
10/10/2018 11H,7743
10/10/2018 10H,7695
10/10/2018 09H,7811
10/10/2018 08H,8042
10/10/2018 07H,8525
10/10/2018 06H,9215
10/10/2018 05H,9950
10/10/2018 04H,10570
10/10/2018 03H,11039
10/10/2018 02H,11243
10/10/2018 01H,10951
10/10/2018 00H,10545
10/9/2018 23H,10143
10/9/2018 22H,9865
10/9/2018 21H,9491
10/9/2018 20H,9307
10/9/2018 19H,9073
10/9/2018 18H,8882
10/9/2018 17H,8575
10/9/2018 16H,8731
10/9/2018 15H,8795
10/9/2018 14H,8919
10/9/2018 13H,8587
10/9/2018 12H,7942
10/9/2018 11H,7640
10/9/2018 10H,7685
10/9/2018 09H,7798
10/9/2018 08H,8059
10/9/2018 07H,8469
10/9/2018 06H,9086
10/9/2018 05H,9813
10/9/2018 04H,10330
10/9/2018 03H,10756
10/9/2018 02H,10979
10/9/2018 01H,10609
10/9/2018 00H,10297
10/8/2018 23H,9897
10/8/2018 22H,9774
10/8/2018 21H,9505
10/8/2018 20H,9325
10/8/2018 19H,9124
10/8/2018 18H,8842
10/8/2018 17H,8705
10/8/2018 16H,8570
10/8/2018 15H,8722
10/8/2018 14H,8779
10/8/2018 13H,8437
10/8/2018 12H,8015
10/8/2018 11H,7787
10/8/2018 10H,7815
10/8/2018 09H,7856
10/8/2018 08H,8126
10/8/2018 07H,8466
10/8/2018 06H,9118
10/8/2018 05H,9760
10/8/2018 04H,10212
10/8/2018 03H,10443
10/8/2018 02H,10641
10/8/2018 01H,10399
10/8/2018 00H,10126
10/7/2018 23H,9866
10/7/2018 22H,9610
10/7/2018 21H,9430
10/7/2018 20H,9404
10/7/2018 19H,9245
10/7/2018 18H,9079
10/7/2018 17H,8840
10/7/2018 16H,8642
10/7/2018 15H,8356
10/7/2018 14H,8191
10/7/2018 13H,8178
10/7/2018 12H,8111
10/7/2018 11H,8436
10/7/2018 10H,8626
10/7/2018 09H,8949
10/7/2018 08H,9337
10/7/2018 07H,9888
10/7/2018 06H,10568
10/7/2018 05H,11252
10/7/2018 04H,11754
10/7/2018 03H,12225
10/7/2018 02H,12527
10/7/2018 01H,12450
10/7/2018 00H,12530
10/6/2018 23H,12380
10/6/2018 22H,12239
10/6/2018 21H,11956
10/6/2018 20H,11471
10/6/2018 19H,10967
10/6/2018 18H,10441
10/6/2018 17H,9951
10/6/2018 16H,9447
10/6/2018 15H,9037
10/6/2018 14H,8935
10/6/2018 13H,8909
10/6/2018 12H,8667
10/6/2018 11H,8636
10/6/2018 10H,8737
10/6/2018 09H,9048
10/6/2018 08H,9429
10/6/2018 07H,9971
10/6/2018 06H,10872
10/6/2018 05H,11701
10/6/2018 04H,12411
10/6/2018 03H,13002
10/6/2018 02H,13411
10/6/2018 01H,13636
10/6/2018 00H,13859
10/5/2018 23H,13775
10/5/2018 22H,13464
10/5/2018 21H,13054
10/5/2018 20H,12586
10/5/2018 19H,12095
10/5/2018 18H,11511
10/5/2018 17H,10957
10/5/2018 16H,10501
10/5/2018 15H,10236
10/5/2018 14H,10145
10/5/2018 13H,9810
10/5/2018 12H,9252
10/5/2018 11H,9117
10/5/2018 10H,9277
10/5/2018 09H,9653
10/5/2018 08H,10151
10/5/2018 07H,10662
10/5/2018 06H,11484
10/5/2018 05H,12516
10/5/2018 04H,13342
10/5/2018 03H,13627
10/5/2018 02H,14082
10/5/2018 01H,14193
10/5/2018 00H,14303
10/4/2018 23H,14094
10/4/2018 22H,13814
10/4/2018 21H,13409
10/4/2018 20H,13045
10/4/2018 19H,12399
10/4/2018 18H,11922
10/4/2018 17H,11422
10/4/2018 16H,10881
10/4/2018 15H,11061
10/4/2018 14H,10387
10/4/2018 13H,10123
10/4/2018 12H,9491
10/4/2018 11H,9391
10/4/2018 10H,9540
10/4/2018 09H,9852
10/4/2018 08H,10254
10/4/2018 07H,10725
10/4/2018 06H,11648
10/4/2018 05H,12618
10/4/2018 04H,13535
10/4/2018 03H,14162
10/4/2018 02H,14630
10/4/2018 01H,14681
10/4/2018 00H,14785
10/3/2018 23H,14603
10/3/2018 22H,14324
10/3/2018 21H,13730
10/3/2018 20H,13069
10/3/2018 19H,12455
10/3/2018 18H,11870
10/3/2018 17H,11338
10/3/2018 16H,11026
10/3/2018 15H,10805
10/3/2018 14H,10552
10/3/2018 13H,9997
10/3/2018 12H,9503
10/3/2018 11H,9241
10/3/2018 10H,9206
10/3/2018 09H,9357
10/3/2018 08H,9625
10/3/2018 07H,10217
10/3/2018 06H,10975
10/3/2018 05H,11985
10/3/2018 04H,12772
10/3/2018 03H,13196
10/3/2018 02H,13359
10/3/2018 01H,13137
10/3/2018 00H,13051
10/2/2018 23H,12917
10/2/2018 22H,12821
10/2/2018 21H,12817
10/2/2018 20H,12692
10/2/2018 19H,12284
10/2/2018 18H,11844
10/2/2018 17H,11573
10/2/2018 16H,11215
10/2/2018 15H,10908
10/2/2018 14H,10747
10/2/2018 13H,10218
10/2/2018 12H,9517
10/2/2018 11H,9323
10/2/2018 10H,9444
10/2/2018 09H,9670
10/2/2018 08H,9991
10/2/2018 07H,10514
10/2/2018 06H,11218
10/2/2018 05H,12073
10/2/2018 04H,12632
10/2/2018 03H,12939
10/2/2018 02H,12990
10/2/2018 01H,12776
10/2/2018 00H,12556
10/1/2018 23H,12539
10/1/2018 22H,12609
10/1/2018 21H,12614
10/1/2018 20H,12584
10/1/2018 19H,12356
10/1/2018 18H,12167
10/1/2018 17H,11861
10/1/2018 16H,11564
10/1/2018 15H,11329
10/1/2018 14H,11160
10/1/2018 13H,10578
10/1/2018 12H,9922
10/1/2018 11H,9625
10/1/2018 10H,9678
10/1/2018 09H,9884
10/1/2018 08H,10285
10/1/2018 07H,10806
10/1/2018 06H,11656
10/1/2018 05H,12711
10/1/2018 04H,13598
10/1/2018 03H,14294
10/1/2018 02H,15028
10/1/2018 01H,15104
10/1/2018 00H,15552
09/30/2018 23H,15774
09/30/2018 22H,15888
09/30/2018 21H,15471
09/30/2018 20H,15367
09/30/2018 19H,14272
09/30/2018 18H,13088
09/30/2018 17H,11980
09/30/2018 16H,10852
09/30/2018 15H,10019
09/30/2018 14H,9660
09/30/2018 13H,9785
09/30/2018 12H,9852
09/30/2018 11H,9983
09/30/2018 10H,10256
09/30/2018 09H,10720
09/30/2018 08H,11222
09/30/2018 07H,11922
09/30/2018 06H,12799
09/30/2018 05H,13925
09/30/2018 04H,14898
09/30/2018 03H,15865
09/30/2018 02H,16749
09/30/2018 01H,17487
09/30/2018 00H,17873
09/29/2018 23H,17644
09/29/2018 22H,17178
09/29/2018 21H,16411
09/29/2018 20H,15560
09/29/2018 19H,14502
09/29/2018 18H,13339
09/29/2018 17H,12323
09/29/2018 16H,11296
09/29/2018 15H,10360
09/29/2018 14H,9948
09/29/2018 13H,9860
09/29/2018 12H,9739
09/29/2018 11H,9983
09/29/2018 10H,10353
09/29/2018 09H,10687
09/29/2018 08H,10546
09/29/2018 07H,11130
09/29/2018 06H,13193
09/29/2018 05H,14241
09/29/2018 04H,15272
09/29/2018 03H,16235
09/29/2018 02H,17203
09/29/2018 01H,17815
09/29/2018 00H,18199
09/28/2018 23H,17984
09/28/2018 22H,17525
09/28/2018 21H,16579
09/28/2018 20H,15627
09/28/2018 19H,14550
09/28/2018 18H,13373
09/28/2018 17H,12483
09/28/2018 16H,11568
09/28/2018 15H,10972
09/28/2018 14H,10867
09/28/2018 13H,10434
09/28/2018 12H,9799
09/28/2018 11H,9717
09/28/2018 10H,9884
09/28/2018 09H,10294
09/28/2018 08H,10873
09/28/2018 07H,11658
09/28/2018 06H,12773
09/28/2018 05H,14289
09/28/2018 04H,15535
09/28/2018 03H,16519
09/28/2018 02H,17432
09/28/2018 01H,18082
09/28/2018 00H,18376
09/27/2018 23H,18131
09/27/2018 22H,17679
09/27/2018 21H,16690
09/27/2018 20H,15663
09/27/2018 19H,14566
09/27/2018 18H,13407
09/27/2018 17H,12379
09/27/2018 16H,11547
09/27/2018 15H,10957
09/27/2018 14H,10767
09/27/2018 13H,10349
09/27/2018 12H,9871
09/27/2018 11H,9710
09/27/2018 10H,9876
09/27/2018 09H,10249
09/27/2018 08H,10782
09/27/2018 07H,11537
09/27/2018 06H,12902
09/27/2018 05H,14259
09/27/2018 04H,15452
09/27/2018 03H,16425
09/27/2018 02H,17161
09/27/2018 01H,17667
09/27/2018 00H,17803
09/26/2018 23H,17537
09/26/2018 22H,17220
09/26/2018 21H,16415
09/26/2018 20H,15398
09/26/2018 19H,14255
09/26/2018 18H,13278
09/26/2018 17H,12511
09/26/2018 16H,11804
09/26/2018 15H,11213
09/26/2018 14H,11058
09/26/2018 13H,10761
09/26/2018 12H,10231
09/26/2018 11H,10046
09/26/2018 10H,10205
09/26/2018 09H,10576
09/26/2018 08H,11146
09/26/2018 07H,11840
09/26/2018 06H,13021
09/26/2018 05H,14384
09/26/2018 04H,15488
09/26/2018 03H,16301
09/26/2018 02H,16980
09/26/2018 01H,17336
09/26/2018 00H,17659
09/25/2018 23H,17509
09/25/2018 22H,17357
09/25/2018 21H,16455
09/25/2018 20H,15596
09/25/2018 19H,14492
09/25/2018 18H,13605
09/25/2018 17H,12622
09/25/2018 16H,11840
09/25/2018 15H,11329
09/25/2018 14H,11116
09/25/2018 13H,10907
09/25/2018 12H,10427
09/25/2018 11H,10240
09/25/2018 10H,10426
09/25/2018 09H,10837
09/25/2018 08H,11429
09/25/2018 07H,12176
09/25/2018 06H,13309
09/25/2018 05H,14606
09/25/2018 04H,15910
09/25/2018 03H,16813
09/25/2018 02H,17433
09/25/2018 01H,17866
09/25/2018 00H,18125
09/24/2018 23H,17915
09/24/2018 22H,17651
09/24/2018 21H,16991
09/24/2018 20H,16344
09/24/2018 19H,15374
09/24/2018 18H,14250
09/24/2018 17H,13309
09/24/2018 16H,12452
09/24/2018 15H,11959
09/24/2018 14H,11722
09/24/2018 13H,11228
09/24/2018 12H,10534
09/24/2018 11H,10296
09/24/2018 10H,10341
09/24/2018 09H,10489
09/24/2018 08H,10825
09/24/2018 07H,11439
09/24/2018 06H,12425
09/24/2018 05H,13762
09/24/2018 04H,14815
09/24/2018 03H,15856
09/24/2018 02H,16468
09/24/2018 01H,17160
09/24/2018 00H,17422
09/23/2018 23H,17071
09/23/2018 22H,16536
09/23/2018 21H,15811
09/23/2018 20H,14973
09/23/2018 19H,13949
09/23/2018 18H,12874
09/23/2018 17H,11836
09/23/2018 16H,10722
09/23/2018 15H,9823
09/23/2018 14H,9547
09/23/2018 13H,9756
09/23/2018 12H,9700
09/23/2018 11H,9821
09/23/2018 10H,10064
09/23/2018 09H,10442
09/23/2018 08H,10941
09/23/2018 07H,11565
09/23/2018 06H,12483
09/23/2018 05H,13569
09/23/2018 04H,14515
09/23/2018 03H,15483
09/23/2018 02H,16325
09/23/2018 01H,17130
09/23/2018 00H,17350
09/22/2018 23H,17253
09/22/2018 22H,16951
09/22/2018 21H,16312
09/22/2018 20H,15575
09/22/2018 19H,14544
09/22/2018 18H,13526
09/22/2018 17H,12491
09/22/2018 16H,11363
09/22/2018 15H,10534
09/22/2018 14H,10164
09/22/2018 13H,10149
09/22/2018 12H,9942
09/22/2018 11H,10061
09/22/2018 10H,10295
09/22/2018 09H,10607
09/22/2018 08H,11171
09/22/2018 07H,11866
09/22/2018 06H,12948
09/22/2018 05H,14144
09/22/2018 04H,15218
09/22/2018 03H,16021
09/22/2018 02H,16864
09/22/2018 01H,17452
09/22/2018 00H,17779
09/21/2018 23H,17660
09/21/2018 22H,17312
09/21/2018 21H,16559
09/21/2018 20H,15750
09/21/2018 19H,14887
09/21/2018 18H,13798
09/21/2018 17H,12988
09/21/2018 16H,12182
09/21/2018 15H,11550
09/21/2018 14H,11327
09/21/2018 13H,10990
09/21/2018 12H,10453
09/21/2018 11H,10252
09/21/2018 10H,10383
09/21/2018 09H,10632
09/21/2018 08H,11123
09/21/2018 07H,11788
09/21/2018 06H,12836
09/21/2018 05H,14159
09/21/2018 04H,15083
09/21/2018 03H,15804
09/21/2018 02H,16233
09/21/2018 01H,16439
09/21/2018 00H,16454
09/20/2018 23H,16090
09/20/2018 22H,15839
09/20/2018 21H,15106
09/20/2018 20H,14506
09/20/2018 19H,13857
09/20/2018 18H,13079
09/20/2018 17H,12419
09/20/2018 16H,11806
09/20/2018 15H,11480
09/20/2018 14H,11306
09/20/2018 13H,10887
09/20/2018 12H,10201
09/20/2018 11H,9934
09/20/2018 10H,9969
09/20/2018 09H,10198
09/20/2018 08H,10572
09/20/2018 07H,11113
09/20/2018 06H,11933
09/20/2018 05H,12871
09/20/2018 04H,13703
09/20/2018 03H,14071
09/20/2018 02H,14135
09/20/2018 01H,14020
09/20/2018 00H,14163
09/19/2018 23H,14375
09/19/2018 22H,14828
09/19/2018 21H,15150
09/19/2018 20H,15293
09/19/2018 19H,15150
09/19/2018 18H,14746
09/19/2018 17H,14473
09/19/2018 16H,14004
09/19/2018 15H,13701
09/19/2018 14H,13446
09/19/2018 13H,12960
09/19/2018 12H,12394
09/19/2018 11H,12222
09/19/2018 10H,12394
09/19/2018 09H,12739
09/19/2018 08H,13295
09/19/2018 07H,14072
09/19/2018 06H,15208
09/19/2018 05H,16650
09/19/2018 04H,17942
09/19/2018 03H,18774
09/19/2018 02H,19375
09/19/2018 01H,19748
09/19/2018 00H,20151
09/18/2018 23H,19968
09/18/2018 22H,19793
09/18/2018 21H,18934
09/18/2018 20H,17884
09/18/2018 19H,16764
09/18/2018 18H,15715
09/18/2018 17H,14764
09/18/2018 16H,13769
09/18/2018 15H,12988
09/18/2018 14H,12431
09/18/2018 13H,12078
09/18/2018 12H,11557
09/18/2018 11H,11481
09/18/2018 10H,11714
09/18/2018 09H,12257
09/18/2018 08H,12908
09/18/2018 07H,13869
09/18/2018 06H,15222
09/18/2018 05H,16799
09/18/2018 04H,18271
09/18/2018 03H,19357
09/18/2018 02H,20126
09/18/2018 01H,20725
09/18/2018 00H,21063
09/17/2018 23H,20886
09/17/2018 22H,20576
09/17/2018 21H,19758
09/17/2018 20H,18624
09/17/2018 19H,17224
09/17/2018 18H,16040
09/17/2018 17H,14766
09/17/2018 16H,13616
09/17/2018 15H,12925
09/17/2018 14H,12409
09/17/2018 13H,12111
09/17/2018 12H,11629
09/17/2018 11H,11533
09/17/2018 10H,11770
09/17/2018 09H,12179
09/17/2018 08H,12877
09/17/2018 07H,13624
09/17/2018 06H,14920
09/17/2018 05H,16379
09/17/2018 04H,17683
09/17/2018 03H,18713
09/17/2018 02H,19329
09/17/2018 01H,19988
09/17/2018 00H,20176
09/16/2018 23H,19821
09/16/2018 22H,19341
09/16/2018 21H,18434
09/16/2018 20H,17399
09/16/2018 19H,16240
09/16/2018 18H,15052
09/16/2018 17H,13906
09/16/2018 16H,12644
09/16/2018 15H,11553
09/16/2018 14H,10875
09/16/2018 13H,11145
09/16/2018 12H,11185
09/16/2018 11H,11495
09/16/2018 10H,11857
09/16/2018 09H,12415
09/16/2018 08H,13050
09/16/2018 07H,13750
09/16/2018 06H,14757
09/16/2018 05H,15798
09/16/2018 04H,16988
09/16/2018 03H,18246
09/16/2018 02H,19231
09/16/2018 01H,20002
09/16/2018 00H,20242
09/15/2018 23H,20072
09/15/2018 22H,19628
09/15/2018 21H,18754
09/15/2018 20H,17556
09/15/2018 19H,16110
09/15/2018 18H,14766
09/15/2018 17H,13421
09/15/2018 16H,12130
09/15/2018 15H,11027
09/15/2018 14H,10499
09/15/2018 13H,10607
09/15/2018 12H,10520
09/15/2018 11H,10681
09/15/2018 10H,11019
09/15/2018 09H,11533
09/15/2018 08H,12345
09/15/2018 07H,13263
09/15/2018 06H,14646
09/15/2018 05H,15866
09/15/2018 04H,17237
09/15/2018 03H,18526
09/15/2018 02H,19473
09/15/2018 01H,19440
09/15/2018 00H,20470
09/14/2018 23H,20268
09/14/2018 22H,19839
09/14/2018 21H,18833
09/14/2018 20H,17440
09/14/2018 19H,16016
09/14/2018 18H,14615
09/14/2018 17H,13523
09/14/2018 16H,12418
09/14/2018 15H,11636
09/14/2018 14H,11334
09/14/2018 13H,11019
09/14/2018 12H,10493
09/14/2018 11H,10442
09/14/2018 10H,10650
09/14/2018 09H,11059
09/14/2018 08H,11781
09/14/2018 07H,12583
09/14/2018 06H,13884
09/14/2018 05H,15580
09/14/2018 04H,16977
09/14/2018 03H,18080
09/14/2018 02H,18937
09/14/2018 01H,19689
09/14/2018 00H,19907
09/13/2018 23H,19367
09/13/2018 22H,18844
09/13/2018 21H,17994
09/13/2018 20H,16824
09/13/2018 19H,15551
09/13/2018 18H,14365
09/13/2018 17H,13221
09/13/2018 16H,12137
09/13/2018 15H,11536
09/13/2018 14H,11263
09/13/2018 13H,10959
09/13/2018 12H,10428
09/13/2018 11H,10301
09/13/2018 10H,10521
09/13/2018 09H,11001
09/13/2018 08H,11688
09/13/2018 07H,12560
09/13/2018 06H,13862
09/13/2018 05H,15575
09/13/2018 04H,17109
09/13/2018 03H,18221
09/13/2018 02H,18970
09/13/2018 01H,19746
09/13/2018 00H,19945
09/12/2018 23H,19577
09/12/2018 22H,19268
09/12/2018 21H,18668
09/12/2018 20H,17554
09/12/2018 19H,16232
09/12/2018 18H,15082
09/12/2018 17H,13943
09/12/2018 16H,12945
09/12/2018 15H,12229
09/12/2018 14H,11822
09/12/2018 13H,11518
09/12/2018 12H,11009
09/12/2018 11H,10894
09/12/2018 10H,11149
09/12/2018 09H,11645
09/12/2018 08H,12371
09/12/2018 07H,13243
09/12/2018 06H,14574
09/12/2018 05H,16239
09/12/2018 04H,17902
09/12/2018 03H,18965
09/12/2018 02H,19673
09/12/2018 01H,20063
09/12/2018 00H,20155
09/11/2018 23H,19927
09/11/2018 22H,19567
09/11/2018 21H,18683
09/11/2018 20H,17830
09/11/2018 19H,16467
09/11/2018 18H,15406
09/11/2018 17H,14128
09/11/2018 16H,13111
09/11/2018 15H,12353
09/11/2018 14H,11848
09/11/2018 13H,11583
09/11/2018 12H,11103
09/11/2018 11H,10971
09/11/2018 10H,11232
09/11/2018 09H,11705
09/11/2018 08H,12324
09/11/2018 07H,13227
09/11/2018 06H,14508
09/11/2018 05H,16167
09/11/2018 04H,17631
09/11/2018 03H,18613
09/11/2018 02H,19287
09/11/2018 01H,19929
09/11/2018 00H,20087
09/10/2018 23H,19949
09/10/2018 22H,19657
09/10/2018 21H,18819
09/10/2018 20H,17940
09/10/2018 19H,16853
09/10/2018 18H,15828
09/10/2018 17H,14818
09/10/2018 16H,13596
09/10/2018 15H,12802
09/10/2018 14H,12375
09/10/2018 13H,12031
09/10/2018 12H,11410
09/10/2018 11H,11240
09/10/2018 10H,11435
09/10/2018 09H,11822
09/10/2018 08H,12348
09/10/2018 07H,13156
09/10/2018 06H,14352
09/10/2018 05H,15674
09/10/2018 04H,17026
09/10/2018 03H,18195
09/10/2018 02H,18820
09/10/2018 01H,19531
09/10/2018 00H,19559
09/9/2018 23H,19287
09/9/2018 22H,18576
09/9/2018 21H,17794
09/9/2018 20H,16915
09/9/2018 19H,15757
09/9/2018 18H,14611
09/9/2018 17H,13483
09/9/2018 16H,12316
09/9/2018 15H,11144
09/9/2018 14H,10658
09/9/2018 13H,10899
09/9/2018 12H,10902
09/9/2018 11H,11030
09/9/2018 10H,11372
09/9/2018 09H,11818
09/9/2018 08H,12409
09/9/2018 07H,13170
09/9/2018 06H,14253
09/9/2018 05H,15592
09/9/2018 04H,16822
09/9/2018 03H,17960
09/9/2018 02H,18755
09/9/2018 01H,19605
09/9/2018 00H,19776
09/8/2018 23H,19457
09/8/2018 22H,18955
09/8/2018 21H,18143
09/8/2018 20H,17149
09/8/2018 19H,16122
09/8/2018 18H,15025
09/8/2018 17H,13854
09/8/2018 16H,12617
09/8/2018 15H,11523
09/8/2018 14H,10812
09/8/2018 13H,10833
09/8/2018 12H,10742
09/8/2018 11H,10868
09/8/2018 10H,11223
09/8/2018 09H,11686
09/8/2018 08H,12323
09/8/2018 07H,13134
09/8/2018 06H,14271
09/8/2018 05H,15610
09/8/2018 04H,16847
09/8/2018 03H,17755
09/8/2018 02H,18487
09/8/2018 01H,19098
09/8/2018 00H,19262
09/7/2018 23H,18931
09/7/2018 22H,18602
09/7/2018 21H,17726
09/7/2018 20H,16770
09/7/2018 19H,16066
09/7/2018 18H,15037
09/7/2018 17H,13736
09/7/2018 16H,13072
09/7/2018 15H,12334
09/7/2018 14H,11715
09/7/2018 13H,11361
09/7/2018 12H,10979
09/7/2018 11H,10795
09/7/2018 10H,10977
09/7/2018 09H,11348
09/7/2018 08H,11943
09/7/2018 07H,12676
09/7/2018 06H,13920
09/7/2018 05H,15319
09/7/2018 04H,16612
09/7/2018 03H,17528
09/7/2018 02H,18108
09/7/2018 01H,18643
09/7/2018 00H,18919
09/6/2018 23H,18617
09/6/2018 22H,18288
09/6/2018 21H,17497
09/6/2018 20H,16721
09/6/2018 19H,15672
09/6/2018 18H,14719
09/6/2018 17H,13781
09/6/2018 16H,12829
09/6/2018 15H,12088
09/6/2018 14H,11704
09/6/2018 13H,11348
09/6/2018 12H,10748
09/6/2018 11H,10626
09/6/2018 10H,10788
09/6/2018 09H,11161
09/6/2018 08H,11783
09/6/2018 07H,12537
09/6/2018 06H,13774
09/6/2018 05H,15329
09/6/2018 04H,16673
09/6/2018 03H,17484
09/6/2018 02H,18170
09/6/2018 01H,18560
09/6/2018 00H,18906
09/5/2018 23H,18753
09/5/2018 22H,18546
09/5/2018 21H,17837
09/5/2018 20H,17026
09/5/2018 19H,15835
09/5/2018 18H,14831
09/5/2018 17H,13744
09/5/2018 16H,12868
09/5/2018 15H,12189
09/5/2018 14H,11662
09/5/2018 13H,11213
09/5/2018 12H,10770
09/5/2018 11H,10578
09/5/2018 10H,10783
09/5/2018 09H,11197
09/5/2018 08H,11710
09/5/2018 07H,12375
09/5/2018 06H,13650
09/5/2018 05H,15042
09/5/2018 04H,16280
09/5/2018 03H,17100
09/5/2018 02H,17538
09/5/2018 01H,17794
09/5/2018 00H,17992
09/4/2018 23H,17771
09/4/2018 22H,17699
09/4/2018 21H,16943
09/4/2018 20H,16073
09/4/2018 19H,15406
09/4/2018 18H,14361
09/4/2018 17H,13441
09/4/2018 16H,12560
09/4/2018 15H,11836
09/4/2018 14H,11374
09/4/2018 13H,10918
09/4/2018 12H,10271
09/4/2018 11H,10047
09/4/2018 10H,10207
09/4/2018 09H,10514
09/4/2018 08H,11237
09/4/2018 07H,11931
09/4/2018 06H,12986
09/4/2018 05H,14356
09/4/2018 04H,15575
09/4/2018 03H,16392
09/4/2018 02H,16809
09/4/2018 01H,17223
09/4/2018 00H,17330
09/3/2018 23H,16935
09/3/2018 22H,16749
09/3/2018 21H,16013
09/3/2018 20H,15191
09/3/2018 19H,14288
09/3/2018 18H,13322
09/3/2018 17H,12365
09/3/2018 16H,11329
09/3/2018 15H,10497
09/3/2018 14H,10202
09/3/2018 13H,10310
09/3/2018 12H,10187
09/3/2018 11H,10199
09/3/2018 10H,10481
09/3/2018 09H,10981
09/3/2018 08H,11449
09/3/2018 07H,12183
09/3/2018 06H,13097
09/3/2018 05H,13953
09/3/2018 04H,14866
09/3/2018 03H,15652
09/3/2018 02H,16035
09/3/2018 01H,16826
09/3/2018 00H,17496
09/2/2018 23H,17409
09/2/2018 22H,16936
09/2/2018 21H,16304
09/2/2018 20H,15629
09/2/2018 19H,14773
09/2/2018 18H,13778
09/2/2018 17H,12955
09/2/2018 16H,11997
09/2/2018 15H,11144
09/2/2018 14H,10628
09/2/2018 13H,10875
09/2/2018 12H,10996
09/2/2018 11H,11208
09/2/2018 10H,11489
09/2/2018 09H,12007
09/2/2018 08H,12615
09/2/2018 07H,13338
09/2/2018 06H,14295
09/2/2018 05H,15325
09/2/2018 04H,16279
09/2/2018 03H,17089
09/2/2018 02H,17581
09/2/2018 01H,17906
09/2/2018 00H,17872
09/1/2018 23H,17655
09/1/2018 22H,17569
09/1/2018 21H,17433
09/1/2018 20H,16785
09/1/2018 19H,16088
09/1/2018 18H,15240
09/1/2018 17H,14226
09/1/2018 16H,13254
09/1/2018 15H,12263
09/1/2018 14H,11724
09/1/2018 13H,11949
09/1/2018 12H,12015
09/1/2018 11H,12181
09/1/2018 10H,12529
09/1/2018 09H,13024
09/1/2018 08H,13669
09/1/2018 07H,14455
