Demand for New England (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389942&sdid=EBA.NE-ALL.D.H
12:32:10 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NE-ALL.D.H megawatthours
09/18/2018 15H,17642
09/18/2018 14H,17311
09/18/2018 13H,16851
09/18/2018 12H,16244
09/18/2018 11H,15156
09/18/2018 10H,14141
09/18/2018 09H,13707
09/18/2018 08H,13467
09/18/2018 07H,13603
09/18/2018 06H,13674
09/18/2018 05H,13982
09/18/2018 04H,14387
09/18/2018 03H,15669
09/18/2018 02H,16870
09/18/2018 01H,18077
09/18/2018 00H,18734
09/17/2018 23H,18530
09/17/2018 22H,18568
09/17/2018 21H,18418
09/17/2018 20H,18166
09/17/2018 19H,17826
09/17/2018 18H,17557
09/17/2018 17H,16926
09/17/2018 16H,16334
09/17/2018 15H,16080
09/17/2018 14H,15773
09/17/2018 13H,15777
09/17/2018 12H,15498
09/17/2018 11H,14852
09/17/2018 10H,13251
09/17/2018 09H,12923
09/17/2018 08H,12480
09/17/2018 07H,12372
09/17/2018 06H,12499
09/17/2018 05H,12954
09/17/2018 04H,13528
09/17/2018 03H,14741
09/17/2018 02H,16093
09/17/2018 01H,17401
09/17/2018 00H,18031
09/16/2018 23H,18079
09/16/2018 22H,18173
09/16/2018 21H,17639
09/16/2018 20H,16836
09/16/2018 19H,16059
09/16/2018 18H,15305
09/16/2018 17H,14484
09/16/2018 16H,13671
09/16/2018 15H,13372
09/16/2018 14H,13210
09/16/2018 13H,12749
09/16/2018 12H,12546
09/16/2018 11H,12129
09/16/2018 10H,11853
09/16/2018 09H,11515
09/16/2018 08H,11591
09/16/2018 07H,11685
09/16/2018 06H,11493
09/16/2018 05H,11580
09/16/2018 04H,12263
09/16/2018 03H,13321
09/16/2018 02H,14394
09/16/2018 01H,15225
09/16/2018 00H,15730
09/15/2018 23H,15805
09/15/2018 22H,15830
09/15/2018 21H,15301
09/15/2018 20H,14692
09/15/2018 19H,14365
09/15/2018 18H,14321
09/15/2018 17H,14146
09/15/2018 16H,14033
09/15/2018 15H,13685
09/15/2018 14H,13315
09/15/2018 13H,13049
09/15/2018 12H,12260
09/15/2018 11H,11926
09/15/2018 10H,11641
09/15/2018 09H,11497
09/15/2018 08H,11685
09/15/2018 07H,11631
09/15/2018 06H,11619
09/15/2018 05H,11710
09/15/2018 04H,12316
09/15/2018 03H,13500
09/15/2018 02H,14645
09/15/2018 01H,15554
09/15/2018 00H,16081
09/14/2018 23H,16101
09/14/2018 22H,16256
09/14/2018 21H,16076
09/14/2018 20H,15831
09/14/2018 19H,15710
09/14/2018 18H,15674
09/14/2018 17H,15415
09/14/2018 16H,15260
09/14/2018 15H,15020
09/14/2018 14H,14734
09/14/2018 13H,14420
09/14/2018 12H,13988
09/14/2018 11H,13042
09/14/2018 10H,12166
09/14/2018 09H,12010
09/14/2018 08H,11573
09/14/2018 07H,11698
09/14/2018 06H,11645
09/14/2018 05H,11725
09/14/2018 04H,12401
09/14/2018 03H,13682
09/14/2018 02H,15011
09/14/2018 01H,16029
09/14/2018 00H,16466
09/13/2018 23H,16259
09/13/2018 22H,16207
09/13/2018 21H,16017
09/13/2018 20H,15875
09/13/2018 19H,15794
09/13/2018 18H,15690
09/13/2018 17H,15486
09/13/2018 16H,15374
09/13/2018 15H,15195
09/13/2018 14H,14923
09/13/2018 13H,14696
09/13/2018 12H,14306
09/13/2018 11H,13305
09/13/2018 10H,11721
09/13/2018 09H,11029
09/13/2018 08H,10817
09/13/2018 07H,10899
09/13/2018 06H,11160
09/13/2018 05H,11437
09/13/2018 04H,12238
09/13/2018 03H,13448
09/13/2018 02H,14731
09/13/2018 01H,15699
09/13/2018 00H,16174
09/12/2018 23H,16002
09/12/2018 22H,15972
09/12/2018 21H,15861
09/12/2018 20H,15823
09/12/2018 19H,15947
09/12/2018 18H,16065
09/12/2018 17H,16079
09/12/2018 16H,16160
09/12/2018 15H,16110
09/12/2018 14H,15821
09/12/2018 13H,15479
09/12/2018 12H,14955
09/12/2018 11H,13837
09/12/2018 10H,12413
09/12/2018 09H,11705
09/12/2018 08H,11515
09/12/2018 07H,11607
09/12/2018 06H,11887
09/12/2018 05H,12362
09/12/2018 04H,12936
09/12/2018 03H,13896
09/12/2018 02H,15208
09/12/2018 01H,16275
09/12/2018 00H,16755
09/11/2018 23H,16550
09/11/2018 22H,16378
09/11/2018 21H,15928
09/11/2018 20H,15506
09/11/2018 19H,15195
09/11/2018 18H,15047
09/11/2018 17H,14748
09/11/2018 16H,14652
09/11/2018 15H,14549
09/11/2018 14H,14335
09/11/2018 13H,14065
09/11/2018 12H,13598
09/11/2018 11H,12539
09/11/2018 10H,11340
09/11/2018 09H,10624
09/11/2018 08H,10798
09/11/2018 07H,10756
09/11/2018 06H,10756
09/11/2018 05H,10893
09/11/2018 04H,11392
09/11/2018 03H,12191
09/11/2018 02H,13233
09/11/2018 01H,14248
09/11/2018 00H,14858
09/10/2018 23H,14844
09/10/2018 22H,14710
09/10/2018 21H,14345
09/10/2018 20H,14170
09/10/2018 19H,14135
09/10/2018 18H,14134
09/10/2018 17H,14000
09/10/2018 16H,14002
09/10/2018 15H,13914
09/10/2018 14H,13660
09/10/2018 13H,13314
09/10/2018 12H,12787
09/10/2018 11H,11762
09/10/2018 10H,10368
09/10/2018 09H,10121
09/10/2018 08H,9860
09/10/2018 07H,9707
09/10/2018 06H,9760
09/10/2018 05H,9950
09/10/2018 04H,10210
09/10/2018 03H,11097
09/10/2018 02H,12126
09/10/2018 01H,13012
09/10/2018 00H,13444
09/9/2018 23H,13125
09/9/2018 22H,12787
09/9/2018 21H,12249
09/9/2018 20H,12134
09/9/2018 19H,11916
09/9/2018 18H,11670
09/9/2018 17H,11672
09/9/2018 16H,11556
09/9/2018 15H,11476
09/9/2018 14H,11240
09/9/2018 13H,10834
09/9/2018 12H,10755
09/9/2018 11H,10428
09/9/2018 10H,10334
09/9/2018 09H,10195
09/9/2018 08H,10124
09/9/2018 07H,10221
09/9/2018 06H,10099
09/9/2018 05H,10282
09/9/2018 04H,10823
09/9/2018 03H,11618
09/9/2018 02H,12474
09/9/2018 01H,13148
09/9/2018 00H,13480
09/8/2018 23H,13289
09/8/2018 22H,13188
09/8/2018 21H,13001
09/8/2018 20H,12832
09/8/2018 19H,12764
09/8/2018 18H,12777
09/8/2018 17H,12774
09/8/2018 16H,12757
09/8/2018 15H,12879
09/8/2018 14H,12851
09/8/2018 13H,12478
09/8/2018 12H,11858
09/8/2018 11H,11727
09/8/2018 10H,11231
09/8/2018 09H,11006
09/8/2018 08H,11024
09/8/2018 07H,11174
09/8/2018 06H,11222
09/8/2018 05H,11496
09/8/2018 04H,12302
09/8/2018 03H,13415
09/8/2018 02H,14464
09/8/2018 01H,15263
09/8/2018 00H,15615
09/7/2018 23H,15523
09/7/2018 22H,15584
09/7/2018 21H,15541
09/7/2018 20H,15507
09/7/2018 19H,15585
09/7/2018 18H,15774
09/7/2018 17H,15834
09/7/2018 16H,15941
09/7/2018 15H,15911
09/7/2018 14H,15733
09/7/2018 13H,15601
09/7/2018 12H,15397
09/7/2018 11H,14778
09/7/2018 10H,14290
09/7/2018 09H,14170
09/7/2018 08H,14194
09/7/2018 07H,14410
09/7/2018 06H,14417
09/7/2018 05H,14704
09/7/2018 04H,15619
09/7/2018 03H,17208
09/7/2018 02H,18823
09/7/2018 01H,20175
09/7/2018 00H,20961
09/6/2018 23H,21356
09/6/2018 22H,22281
09/6/2018 21H,23499
09/6/2018 20H,24197
09/6/2018 19H,23868
09/6/2018 18H,23330
09/6/2018 17H,22458
09/6/2018 16H,21590
09/6/2018 15H,20639
09/6/2018 14H,19820
09/6/2018 13H,18952
09/6/2018 12H,18075
09/6/2018 11H,17610
09/6/2018 10H,16663
09/6/2018 09H,15724
09/6/2018 08H,15389
09/6/2018 07H,15411
09/6/2018 06H,15708
09/6/2018 05H,16149
09/6/2018 04H,17072
09/6/2018 03H,18483
09/6/2018 02H,20182
09/6/2018 01H,21720
09/6/2018 00H,22487
09/5/2018 23H,22932
09/5/2018 22H,23300
09/5/2018 21H,23007
09/5/2018 20H,22445
09/5/2018 19H,21770
09/5/2018 18H,21027
09/5/2018 17H,20029
09/5/2018 16H,19130
09/5/2018 15H,18251
09/5/2018 14H,17567
09/5/2018 13H,17054
09/5/2018 12H,16862
09/5/2018 11H,16606
09/5/2018 10H,15597
09/5/2018 09H,14794
09/5/2018 08H,14691
09/5/2018 07H,14997
09/5/2018 06H,15499
09/5/2018 05H,15509
09/5/2018 04H,15974
09/5/2018 03H,17692
09/5/2018 02H,19635
09/5/2018 01H,21268
09/5/2018 00H,22066
09/4/2018 23H,22529
09/4/2018 22H,23024
09/4/2018 21H,22968
09/4/2018 20H,22637
09/4/2018 19H,22342
09/4/2018 18H,22049
09/4/2018 17H,21522
09/4/2018 16H,20882
09/4/2018 15H,20226
09/4/2018 14H,19511
09/4/2018 13H,19119
09/4/2018 12H,18286
09/4/2018 11H,17688
09/4/2018 10H,16829
09/4/2018 09H,16042
09/4/2018 08H,15725
09/4/2018 07H,15757
09/4/2018 06H,16002
09/4/2018 05H,16339
09/4/2018 04H,17207
09/4/2018 03H,18851
09/4/2018 02H,20710
09/4/2018 01H,22166
09/4/2018 00H,22651
09/3/2018 23H,22815
09/3/2018 22H,22983
09/3/2018 21H,22435
09/3/2018 20H,21895
09/3/2018 19H,21262
09/3/2018 18H,20518
09/3/2018 17H,19528
09/3/2018 16H,18350
09/3/2018 15H,17076
09/3/2018 14H,15846
09/3/2018 13H,14822
09/3/2018 12H,13846
09/3/2018 11H,13383
09/3/2018 10H,12960
09/3/2018 09H,12777
09/3/2018 08H,12700
09/3/2018 07H,12587
09/3/2018 06H,12612
09/3/2018 05H,12978
09/3/2018 04H,13836
09/3/2018 03H,14888
09/3/2018 02H,15847
09/3/2018 01H,16543
09/3/2018 00H,16699
09/2/2018 23H,16745
09/2/2018 22H,16745
09/2/2018 21H,16303
09/2/2018 20H,15702
09/2/2018 19H,15088
09/2/2018 18H,14447
09/2/2018 17H,13873
09/2/2018 16H,13274
09/2/2018 15H,12777
09/2/2018 14H,12439
09/2/2018 13H,12009
09/2/2018 12H,11643
09/2/2018 11H,11376
09/2/2018 10H,11157
09/2/2018 09H,11287
09/2/2018 08H,11345
09/2/2018 07H,11271
09/2/2018 06H,11161
09/2/2018 05H,11614
09/2/2018 04H,12242
09/2/2018 03H,13259
09/2/2018 02H,14201
09/2/2018 01H,14898
09/2/2018 00H,15053
09/1/2018 23H,15062
09/1/2018 22H,15015
09/1/2018 21H,14650
09/1/2018 20H,14184
09/1/2018 19H,13817
09/1/2018 18H,13499
09/1/2018 17H,13151
09/1/2018 16H,12945
09/1/2018 15H,12900
09/1/2018 14H,12725
09/1/2018 13H,12450
09/1/2018 12H,11968
09/1/2018 11H,11692
09/1/2018 10H,11832
09/1/2018 09H,11645
09/1/2018 08H,11671
09/1/2018 07H,11465
09/1/2018 06H,11314
09/1/2018 05H,11492
09/1/2018 04H,12334
09/1/2018 03H,13507
09/1/2018 02H,14645
09/1/2018 01H,15504
09/1/2018 00H,15833
08/31/2018 23H,15996
08/31/2018 22H,16297
08/31/2018 21H,16337
08/31/2018 20H,16286
08/31/2018 19H,16179
08/31/2018 18H,16064
08/31/2018 17H,15838
08/31/2018 16H,15659
08/31/2018 15H,15515
08/31/2018 14H,15359
08/31/2018 13H,15121
08/31/2018 12H,14738
08/31/2018 11H,13967
08/31/2018 10H,13373
08/31/2018 09H,13067
08/31/2018 08H,13089
08/31/2018 07H,13162
08/31/2018 06H,13716
08/31/2018 05H,14307
08/31/2018 04H,15265
08/31/2018 03H,17002
08/31/2018 02H,18810
08/31/2018 01H,20307
08/31/2018 00H,21007
08/30/2018 23H,21601
08/30/2018 22H,22302
08/30/2018 21H,22531
08/30/2018 20H,22528
08/30/2018 19H,22453
08/30/2018 18H,22305
08/30/2018 17H,21866
08/30/2018 16H,21462
08/30/2018 15H,20826
08/30/2018 14H,20117
08/30/2018 13H,19484
08/30/2018 12H,19035
08/30/2018 11H,18438
08/30/2018 10H,17574
08/30/2018 09H,17111
08/30/2018 08H,17052
08/30/2018 07H,17444
08/30/2018 06H,18010
08/30/2018 05H,18332
08/30/2018 04H,19121
08/30/2018 03H,20768
08/30/2018 02H,22668
08/30/2018 01H,24308
08/30/2018 00H,24931
08/29/2018 23H,25317
08/29/2018 22H,25763
08/29/2018 21H,25573
08/29/2018 20H,25232
08/29/2018 19H,25025
08/29/2018 18H,24720
08/29/2018 17H,23968
08/29/2018 16H,23084
08/29/2018 15H,21980
08/29/2018 14H,20956
08/29/2018 13H,19852
08/29/2018 12H,19350
08/29/2018 11H,18544
08/29/2018 10H,17558
08/29/2018 09H,17143
08/29/2018 08H,17146
08/29/2018 07H,17569
08/29/2018 06H,18238
08/29/2018 05H,18780
08/29/2018 04H,19510
08/29/2018 03H,21018
08/29/2018 02H,22745
08/29/2018 01H,24289
08/29/2018 00H,24814
08/28/2018 23H,25125
08/28/2018 22H,25365
08/28/2018 21H,25086
08/28/2018 20H,24683
08/28/2018 19H,24311
08/28/2018 18H,23856
08/28/2018 17H,22922
08/28/2018 16H,21870
08/28/2018 15H,20615
08/28/2018 14H,19334
08/28/2018 13H,18292
08/28/2018 12H,17399
08/28/2018 11H,16154
08/28/2018 10H,15781
08/28/2018 09H,15261
08/28/2018 08H,15154
08/28/2018 07H,15436
08/28/2018 06H,15934
08/28/2018 05H,16261
08/28/2018 04H,16877
08/28/2018 03H,18211
08/28/2018 02H,19782
08/28/2018 01H,21233
08/28/2018 00H,21724
08/27/2018 23H,21982
08/27/2018 22H,22239
08/27/2018 21H,22066
08/27/2018 20H,21619
08/27/2018 19H,21070
08/27/2018 18H,20436
08/27/2018 17H,19674
08/27/2018 16H,18919
08/27/2018 15H,18106
08/27/2018 14H,17277
08/27/2018 13H,16437
08/27/2018 12H,15491
08/27/2018 11H,14375
08/27/2018 10H,13603
08/27/2018 09H,13324
08/27/2018 08H,13270
08/27/2018 07H,13205
08/27/2018 06H,13523
08/27/2018 05H,13571
08/27/2018 04H,14163
08/27/2018 03H,15196
08/27/2018 02H,16419
08/27/2018 01H,17297
08/27/2018 00H,17335
08/26/2018 23H,17317
08/26/2018 22H,17226
08/26/2018 21H,16675
08/26/2018 20H,15892
08/26/2018 19H,15134
08/26/2018 18H,14467
08/26/2018 17H,13901
08/26/2018 16H,13254
08/26/2018 15H,12722
08/26/2018 14H,12190
08/26/2018 13H,11567
08/26/2018 12H,11065
08/26/2018 11H,10624
08/26/2018 10H,10583
08/26/2018 09H,10792
08/26/2018 08H,10983
08/26/2018 07H,10984
08/26/2018 06H,11154
08/26/2018 05H,11816
08/26/2018 04H,12712
08/26/2018 03H,13619
08/26/2018 02H,14664
08/26/2018 01H,15452
08/26/2018 00H,15672
08/25/2018 23H,15902
08/25/2018 22H,15968
08/25/2018 21H,15761
08/25/2018 20H,15535
08/25/2018 19H,15294
08/25/2018 18H,15046
08/25/2018 17H,14640
08/25/2018 16H,14196
08/25/2018 15H,13768
08/25/2018 14H,13334
08/25/2018 13H,12717
08/25/2018 12H,12404
08/25/2018 11H,11934
08/25/2018 10H,11709
08/25/2018 09H,11700
08/25/2018 08H,11761
08/25/2018 07H,11798
08/25/2018 06H,11719
08/25/2018 05H,12389
08/25/2018 04H,13385
08/25/2018 03H,14674
08/25/2018 02H,15759
08/25/2018 01H,16762
08/25/2018 00H,17092
08/24/2018 23H,17550
08/24/2018 22H,17798
08/24/2018 21H,17411
08/24/2018 20H,16833
08/24/2018 19H,16289
08/24/2018 18H,15741
08/24/2018 17H,15144
08/24/2018 16H,14724
08/24/2018 15H,14261
08/24/2018 14H,13849
08/24/2018 13H,13507
08/24/2018 12H,12975
08/24/2018 11H,12182
08/24/2018 10H,11450
08/24/2018 09H,11195
08/24/2018 08H,11097
08/24/2018 07H,11054
08/24/2018 06H,11166
08/24/2018 05H,11502
08/24/2018 04H,12144
08/24/2018 03H,13448
08/24/2018 02H,14785
08/24/2018 01H,15753
08/24/2018 00H,15953
08/23/2018 23H,16273
08/23/2018 22H,16336
08/23/2018 21H,15995
08/23/2018 20H,15701
08/23/2018 19H,15423
08/23/2018 18H,14815
08/23/2018 17H,14534
08/23/2018 16H,14471
08/23/2018 15H,14455
08/23/2018 14H,14409
08/23/2018 13H,14276
08/23/2018 12H,13861
08/23/2018 11H,13122
08/23/2018 10H,12490
08/23/2018 09H,12333
08/23/2018 08H,12272
08/23/2018 07H,12497
08/23/2018 06H,12712
08/23/2018 05H,12882
08/23/2018 04H,13644
08/23/2018 03H,15145
08/23/2018 02H,16706
08/23/2018 01H,17852
08/23/2018 00H,18192
08/22/2018 23H,18610
08/22/2018 22H,18742
08/22/2018 21H,18490
08/22/2018 20H,18282
08/22/2018 19H,17939
08/22/2018 18H,17490
08/22/2018 17H,17003
08/22/2018 16H,16776
08/22/2018 15H,16465
08/22/2018 14H,16064
08/22/2018 13H,15555
08/22/2018 12H,14732
08/22/2018 11H,13450
08/22/2018 10H,12353
08/22/2018 09H,12019
08/22/2018 08H,12336
08/22/2018 07H,12327
08/22/2018 06H,12290
08/22/2018 05H,12583
08/22/2018 04H,13161
08/22/2018 03H,14117
08/22/2018 02H,15377
08/22/2018 01H,16285
08/22/2018 00H,16383
08/21/2018 23H,16440
08/21/2018 22H,16573
08/21/2018 21H,16366
08/21/2018 20H,16062
08/21/2018 19H,15917
08/21/2018 18H,15721
08/21/2018 17H,15462
08/21/2018 16H,15285
08/21/2018 15H,15008
08/21/2018 14H,14672
08/21/2018 13H,14312
08/21/2018 12H,13690
08/21/2018 11H,12673
08/21/2018 10H,11587
08/21/2018 09H,11352
08/21/2018 08H,11169
08/21/2018 07H,11319
08/21/2018 06H,11502
08/21/2018 05H,11712
08/21/2018 04H,12610
08/21/2018 03H,13924
08/21/2018 02H,15319
08/21/2018 01H,16333
08/21/2018 00H,16466
08/20/2018 23H,16698
08/20/2018 22H,16768
08/20/2018 21H,16513
08/20/2018 20H,16398
08/20/2018 19H,16268
08/20/2018 18H,16017
08/20/2018 17H,15672
08/20/2018 16H,15428
08/20/2018 15H,15198
08/20/2018 14H,14910
08/20/2018 13H,14527
08/20/2018 12H,13944
08/20/2018 11H,13116
08/20/2018 10H,11973
08/20/2018 09H,11704
08/20/2018 08H,11682
08/20/2018 07H,11510
08/20/2018 06H,11679
08/20/2018 05H,11593
08/20/2018 04H,12239
08/20/2018 03H,13285
08/20/2018 02H,14373
08/20/2018 01H,15093
08/20/2018 00H,15054
08/19/2018 23H,15052
08/19/2018 22H,14971
08/19/2018 21H,14546
08/19/2018 20H,14108
08/19/2018 19H,13797
08/19/2018 18H,13574
08/19/2018 17H,13408
08/19/2018 16H,13242
08/19/2018 15H,13069
08/19/2018 14H,12850
08/19/2018 13H,12866
08/19/2018 12H,12541
08/19/2018 11H,12351
08/19/2018 10H,12214
08/19/2018 09H,12159
08/19/2018 08H,12041
08/19/2018 07H,12057
08/19/2018 06H,12277
08/19/2018 05H,12709
08/19/2018 04H,13675
08/19/2018 03H,14926
08/19/2018 02H,16137
08/19/2018 01H,17029
08/19/2018 00H,17262
08/18/2018 23H,17532
08/18/2018 22H,17852
08/18/2018 21H,18346
08/18/2018 20H,18871
08/18/2018 19H,18855
08/18/2018 18H,18648
08/18/2018 17H,18199
08/18/2018 16H,17670
08/18/2018 15H,17078
08/18/2018 14H,16389
08/18/2018 13H,15581
08/18/2018 12H,14656
08/18/2018 11H,14338
08/18/2018 10H,14071
08/18/2018 09H,13981
08/18/2018 08H,13852
08/18/2018 07H,13912
08/18/2018 06H,14232
08/18/2018 05H,14996
08/18/2018 04H,16106
08/18/2018 03H,17543
08/18/2018 02H,18846
08/18/2018 01H,19784
08/18/2018 00H,20110
08/17/2018 23H,20575
08/17/2018 22H,21129
08/17/2018 21H,21192
08/17/2018 20H,21186
08/17/2018 19H,21044
08/17/2018 18H,20537
08/17/2018 17H,19698
08/17/2018 16H,18931
08/17/2018 15H,18112
08/17/2018 14H,17289
08/17/2018 13H,16488
08/17/2018 12H,15610
08/17/2018 11H,14969
08/17/2018 10H,14506
08/17/2018 09H,14224
08/17/2018 08H,14521
08/17/2018 07H,14886
08/17/2018 06H,15165
08/17/2018 05H,15567
08/17/2018 04H,16531
08/17/2018 03H,18135
08/17/2018 02H,19655
08/17/2018 01H,20950
08/17/2018 00H,21443
08/16/2018 23H,22167
08/16/2018 22H,22595
08/16/2018 21H,22481
08/16/2018 20H,22089
08/16/2018 19H,21665
08/16/2018 18H,21209
08/16/2018 17H,20522
08/16/2018 16H,19843
08/16/2018 15H,19029
08/16/2018 14H,18188
08/16/2018 13H,17336
08/16/2018 12H,16315
08/16/2018 11H,15286
08/16/2018 10H,14973
08/16/2018 09H,14543
08/16/2018 08H,14752
08/16/2018 07H,14964
08/16/2018 06H,15027
08/16/2018 05H,15558
08/16/2018 04H,16336
08/16/2018 03H,17771
08/16/2018 02H,19537
08/16/2018 01H,20745
08/16/2018 00H,21102
08/15/2018 23H,21684
08/15/2018 22H,21921
08/15/2018 21H,21537
08/15/2018 20H,20973
08/15/2018 19H,20351
08/15/2018 18H,19596
08/15/2018 17H,18757
08/15/2018 16H,18060
08/15/2018 15H,17469
08/15/2018 14H,16990
08/15/2018 13H,16490
08/15/2018 12H,15682
08/15/2018 11H,14902
08/15/2018 10H,14061
08/15/2018 09H,13999
08/15/2018 08H,13942
08/15/2018 07H,13905
08/15/2018 06H,13847
08/15/2018 05H,14353
08/15/2018 04H,15077
08/15/2018 03H,16370
08/15/2018 02H,17895
08/15/2018 01H,19013
08/15/2018 00H,19352
08/14/2018 23H,19911
08/14/2018 22H,20227
08/14/2018 21H,20054
08/14/2018 20H,19774
08/14/2018 19H,19549
08/14/2018 18H,19257
08/14/2018 17H,18752
08/14/2018 16H,18241
08/14/2018 15H,17649
08/14/2018 14H,17064
08/14/2018 13H,16391
08/14/2018 12H,15489
08/14/2018 11H,14472
08/14/2018 10H,13707
08/14/2018 09H,13135
08/14/2018 08H,12917
08/14/2018 07H,12950
08/14/2018 06H,13018
08/14/2018 05H,13058
08/14/2018 04H,13725
08/14/2018 03H,14912
08/14/2018 02H,16112
08/14/2018 01H,16927
08/14/2018 00H,17089
08/13/2018 23H,17187
08/13/2018 22H,17252
08/13/2018 21H,17138
08/13/2018 20H,17108
08/13/2018 19H,17186
08/13/2018 18H,17233
08/13/2018 17H,17091
08/13/2018 16H,16944
08/13/2018 15H,16731
08/13/2018 14H,16340
08/13/2018 13H,15845
08/13/2018 12H,15036
08/13/2018 11H,14293
08/13/2018 10H,14017
08/13/2018 09H,13269
08/13/2018 08H,13281
08/13/2018 07H,13328
08/13/2018 06H,13483
08/13/2018 05H,13740
08/13/2018 04H,13724
08/13/2018 03H,14684
08/13/2018 02H,15832
08/13/2018 01H,16584
08/13/2018 00H,16704
08/12/2018 23H,16854
08/12/2018 22H,16886
08/12/2018 21H,16607
08/12/2018 20H,16352
08/12/2018 19H,16136
08/12/2018 18H,15960
08/12/2018 17H,15685
08/12/2018 16H,15340
08/12/2018 15H,14868
08/12/2018 14H,14415
08/12/2018 13H,13903
08/12/2018 12H,13362
08/12/2018 11H,12882
08/12/2018 10H,12591
08/12/2018 09H,12448
08/12/2018 08H,12479
08/12/2018 07H,12421
08/12/2018 06H,12787
08/12/2018 05H,13247
08/12/2018 04H,13592
08/12/2018 03H,14319
08/12/2018 02H,15185
08/12/2018 01H,15703
08/12/2018 00H,15682
08/11/2018 23H,15691
08/11/2018 22H,15769
08/11/2018 21H,15754
08/11/2018 20H,15415
08/11/2018 19H,15437
08/11/2018 18H,15553
08/11/2018 17H,15673
08/11/2018 16H,15679
08/11/2018 15H,15498
08/11/2018 14H,15103
08/11/2018 13H,14418
08/11/2018 12H,13759
08/11/2018 11H,13181
08/11/2018 10H,12819
08/11/2018 09H,12665
08/11/2018 08H,12776
08/11/2018 07H,13118
08/11/2018 06H,13657
08/11/2018 05H,14188
08/11/2018 04H,15327
08/11/2018 03H,16796
08/11/2018 02H,18231
08/11/2018 01H,19269
08/11/2018 00H,19675
08/10/2018 23H,20368
08/10/2018 22H,20896
08/10/2018 21H,20953
08/10/2018 20H,20729
08/10/2018 19H,20405
08/10/2018 18H,19931
08/10/2018 17H,19211
08/10/2018 16H,18576
08/10/2018 15H,17929
08/10/2018 14H,17242
08/10/2018 13H,16555
08/10/2018 12H,15633
08/10/2018 11H,14688
08/10/2018 10H,14303
08/10/2018 09H,14235
08/10/2018 08H,14149
08/10/2018 07H,14296
08/10/2018 06H,14927
08/10/2018 05H,15314
08/10/2018 04H,16159
08/10/2018 03H,17982
08/10/2018 02H,19862
08/10/2018 01H,21159
08/10/2018 00H,21839
08/9/2018 23H,22714
08/9/2018 22H,23046
08/9/2018 21H,22774
08/9/2018 20H,22235
08/9/2018 19H,21921
08/9/2018 18H,21480
08/9/2018 17H,20826
08/9/2018 16H,20243
08/9/2018 15H,19650
08/9/2018 14H,18940
08/9/2018 13H,18412
08/9/2018 12H,17685
08/9/2018 11H,16863
08/9/2018 10H,16324
08/9/2018 09H,15848
08/9/2018 08H,15764
08/9/2018 07H,15951
08/9/2018 06H,16096
08/9/2018 05H,16546
08/9/2018 04H,17464
08/9/2018 03H,18844
08/9/2018 02H,20552
08/9/2018 01H,21762
08/9/2018 00H,22306
08/8/2018 23H,23056
08/8/2018 22H,23591
08/8/2018 21H,23514
08/8/2018 20H,23266
08/8/2018 19H,23014
08/8/2018 18H,22648
08/8/2018 17H,21973
08/8/2018 16H,21220
08/8/2018 15H,20365
08/8/2018 14H,19547
08/8/2018 13H,18735
08/8/2018 12H,17983
08/8/2018 11H,17091
08/8/2018 10H,16750
08/8/2018 09H,16122
08/8/2018 08H,16109
08/8/2018 07H,16462
08/8/2018 06H,16960
08/8/2018 05H,17412
08/8/2018 04H,17998
08/8/2018 03H,19379
08/8/2018 02H,21152
08/8/2018 01H,22470
08/8/2018 00H,23111
08/7/2018 23H,23730
08/7/2018 22H,24202
08/7/2018 21H,24334
08/7/2018 20H,24335
08/7/2018 19H,24236
08/7/2018 18H,23873
08/7/2018 17H,23244
08/7/2018 16H,22486
08/7/2018 15H,21463
08/7/2018 14H,20320
08/7/2018 13H,19322
08/7/2018 12H,18654
08/7/2018 11H,17599
08/7/2018 10H,16745
08/7/2018 09H,16379
08/7/2018 08H,16382
08/7/2018 07H,16732
08/7/2018 06H,17026
08/7/2018 05H,17531
08/7/2018 04H,18660
08/7/2018 03H,20328
08/7/2018 02H,22061
08/7/2018 01H,23435
08/7/2018 00H,23983
08/6/2018 23H,24555
08/6/2018 22H,24685
08/6/2018 21H,24300
08/6/2018 20H,23788
08/6/2018 19H,23303
08/6/2018 18H,22816
08/6/2018 17H,21947
08/6/2018 16H,21122
08/6/2018 15H,20047
08/6/2018 14H,18895
08/6/2018 13H,17823
08/6/2018 12H,16626
08/6/2018 11H,15432
08/6/2018 10H,15118
08/6/2018 09H,14968
08/6/2018 08H,14900
08/6/2018 07H,15234
08/6/2018 06H,15785
08/6/2018 05H,15895
08/6/2018 04H,16555
08/6/2018 03H,17887
08/6/2018 02H,19487
08/6/2018 01H,20431
08/6/2018 00H,20761
08/5/2018 23H,21235
08/5/2018 22H,21121
08/5/2018 21H,20497
08/5/2018 20H,19762
08/5/2018 19H,19134
08/5/2018 18H,18524
08/5/2018 17H,17831
08/5/2018 16H,16921
08/5/2018 15H,15932
08/5/2018 14H,14886
08/5/2018 13H,13969
08/5/2018 12H,13578
08/5/2018 11H,13089
08/5/2018 10H,13311
08/5/2018 09H,13439
08/5/2018 08H,13575
08/5/2018 07H,13613
08/5/2018 06H,13876
