Demand for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389944&sdid=EBA.NW-ALL.D.H
04:14:35 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.D.H megawatthours
04/10/2018 16H,38925
04/10/2018 15H,38860
04/10/2018 14H,37973
04/10/2018 13H,35162
04/10/2018 12H,32204
04/10/2018 11H,30647
04/10/2018 10H,30289
04/10/2018 09H,30267
04/10/2018 08H,30954
04/10/2018 07H,32059
04/10/2018 06H,34061
04/10/2018 05H,36360
04/10/2018 04H,38573
04/10/2018 03H,38496
04/10/2018 02H,37384
04/10/2018 01H,37485
04/10/2018 00H,36472
04/9/2018 23H,36161
04/9/2018 22H,36239
04/9/2018 21H,36541
04/9/2018 20H,36791
04/9/2018 19H,37241
04/9/2018 18H,38471
04/9/2018 17H,39308
04/9/2018 16H,40061
04/9/2018 15H,40724
04/9/2018 14H,39912
04/9/2018 13H,36839
04/9/2018 12H,33123
04/9/2018 11H,31439
04/9/2018 10H,30797
04/9/2018 09H,30888
04/9/2018 08H,31326
04/9/2018 07H,32766
04/9/2018 06H,34525
04/9/2018 05H,36821
04/9/2018 04H,38897
04/9/2018 03H,38797
04/9/2018 02H,37832
04/9/2018 01H,37129
04/9/2018 00H,36452
04/8/2018 23H,35861
04/8/2018 22H,35865
04/8/2018 21H,36007
04/8/2018 20H,36392
04/8/2018 19H,36691
04/8/2018 18H,36887
04/8/2018 17H,36634
04/8/2018 16H,35960
04/8/2018 15H,34802
04/8/2018 14H,33267
04/8/2018 13H,32020
04/8/2018 12H,30943
04/8/2018 11H,30474
04/8/2018 10H,30501
04/8/2018 09H,30906
04/8/2018 08H,31783
04/8/2018 07H,33223
04/8/2018 06H,35143
04/8/2018 05H,37016
04/8/2018 04H,38565
04/8/2018 03H,38851
04/8/2018 02H,38135
04/8/2018 01H,37570
04/8/2018 00H,37008
04/7/2018 23H,36650
04/7/2018 22H,36579
04/7/2018 21H,36758
04/7/2018 20H,37009
04/7/2018 19H,37265
04/7/2018 18H,37481
04/7/2018 17H,37401
04/7/2018 16H,36684
04/7/2018 15H,35484
04/7/2018 14H,33760
04/7/2018 13H,32269
04/7/2018 12H,31225
04/7/2018 11H,30785
04/7/2018 10H,30806
04/7/2018 09H,31093
04/7/2018 08H,31874
04/7/2018 07H,33245
04/7/2018 06H,35106
04/7/2018 05H,37157
04/7/2018 04H,38699
04/7/2018 03H,38775
04/7/2018 02H,38379
04/7/2018 01H,38070
04/7/2018 00H,38076
04/6/2018 23H,37958
04/6/2018 22H,38138
04/6/2018 21H,38370
04/6/2018 20H,38951
04/6/2018 19H,39439
04/6/2018 18H,39933
04/6/2018 17H,40134
04/6/2018 16H,40069
04/6/2018 15H,39764
04/6/2018 14H,38282
04/6/2018 13H,35519
04/6/2018 12H,32735
04/6/2018 11H,31416
04/6/2018 10H,31158
04/6/2018 09H,31480
04/6/2018 08H,32115
04/6/2018 07H,33369
04/6/2018 06H,35485
04/6/2018 05H,37843
04/6/2018 04H,40111
04/6/2018 03H,40791
04/6/2018 02H,40196
04/6/2018 01H,39642
04/6/2018 00H,39091
04/5/2018 23H,38614
04/5/2018 22H,38590
04/5/2018 21H,38818
04/5/2018 20H,39149
04/5/2018 19H,39355
04/5/2018 18H,39651
04/5/2018 17H,39853
04/5/2018 16H,39904
04/5/2018 15H,40060
04/5/2018 14H,38971
04/5/2018 13H,36162
04/5/2018 12H,33320
04/5/2018 11H,31571
04/5/2018 10H,31172
04/5/2018 09H,31500
04/5/2018 08H,32170
04/5/2018 07H,33468
04/5/2018 06H,35511
04/5/2018 05H,37816
04/5/2018 04H,40297
04/5/2018 03H,40658
04/5/2018 02H,39790
04/5/2018 01H,39043
04/5/2018 00H,38624
04/4/2018 23H,38332
04/4/2018 22H,38283
04/4/2018 21H,38571
04/4/2018 20H,38943
04/4/2018 19H,39418
04/4/2018 18H,40372
04/4/2018 17H,40542
04/4/2018 16H,41156
04/4/2018 15H,41298
04/4/2018 14H,40426
04/4/2018 13H,37625
04/4/2018 12H,34432
04/4/2018 11H,32834
04/4/2018 10H,32453
04/4/2018 09H,32573
04/4/2018 08H,33058
04/4/2018 07H,34282
04/4/2018 06H,36336
04/4/2018 05H,38596
04/4/2018 04H,40781
04/4/2018 03H,41097
04/4/2018 02H,39866
04/4/2018 01H,38904
04/4/2018 00H,38094
04/3/2018 23H,37756
04/3/2018 22H,37905
04/3/2018 21H,38266
04/3/2018 20H,38964
04/3/2018 19H,34702
04/3/2018 18H,40590
04/3/2018 17H,42118
04/3/2018 16H,43653
04/3/2018 15H,43537
04/3/2018 14H,41894
04/3/2018 13H,39463
04/3/2018 12H,36108
04/3/2018 11H,34373
04/3/2018 10H,33774
04/3/2018 09H,33712
04/3/2018 08H,34071
04/3/2018 07H,35019
04/3/2018 06H,36897
04/3/2018 05H,39598
04/3/2018 04H,41595
04/3/2018 03H,41661
04/3/2018 02H,40584
04/3/2018 01H,39647
04/3/2018 00H,39159
04/2/2018 23H,38764
04/2/2018 22H,39123
04/2/2018 21H,39668
04/2/2018 20H,40235
04/2/2018 19H,40640
04/2/2018 18H,41241
04/2/2018 17H,41651
04/2/2018 16H,42404
04/2/2018 15H,42527
04/2/2018 14H,41394
04/2/2018 13H,38290
04/2/2018 12H,34903
04/2/2018 11H,33362
04/2/2018 10H,32354
04/2/2018 09H,32227
04/2/2018 08H,32591
04/2/2018 07H,33513
04/2/2018 06H,35329
04/2/2018 05H,37550
04/2/2018 04H,39190
04/2/2018 03H,38929
04/2/2018 02H,37454
04/2/2018 01H,36436
04/2/2018 00H,35930
04/1/2018 23H,35615
04/1/2018 22H,35593
04/1/2018 21H,35953
04/1/2018 20H,36483
04/1/2018 19H,37037
04/1/2018 18H,37381
04/1/2018 17H,37748
04/1/2018 16H,37660
04/1/2018 15H,35970
04/1/2018 14H,34454
04/1/2018 13H,32936
04/1/2018 12H,31724
04/1/2018 11H,31145
04/1/2018 10H,30943
04/1/2018 09H,31050
04/1/2018 08H,31690
04/1/2018 07H,32898
04/1/2018 06H,34508
04/1/2018 05H,36147
04/1/2018 04H,37409
04/1/2018 03H,37210
04/1/2018 02H,36129
04/1/2018 01H,35354
04/1/2018 00H,34997
03/31/2018 23H,34382
03/31/2018 22H,34438
03/31/2018 21H,34806
03/31/2018 20H,35450
03/31/2018 19H,36377
03/31/2018 18H,37124
03/31/2018 17H,37777
03/31/2018 16H,37461
03/31/2018 15H,36396
03/31/2018 14H,34856
03/31/2018 13H,33070
03/31/2018 12H,32720
03/31/2018 11H,30981
03/31/2018 10H,30815
03/31/2018 09H,31034
03/31/2018 08H,31710
03/31/2018 07H,32868
03/31/2018 06H,34768
03/31/2018 05H,36602
03/31/2018 04H,37923
03/31/2018 03H,38092
03/31/2018 02H,37126
03/31/2018 01H,36660
03/31/2018 00H,36460
03/30/2018 23H,36292
03/30/2018 22H,36431
03/30/2018 21H,36853
03/30/2018 20H,37257
03/30/2018 19H,37945
03/30/2018 18H,38754
03/30/2018 17H,39481
03/30/2018 16H,40020
03/30/2018 15H,40349
03/30/2018 14H,39171
03/30/2018 13H,36376
03/30/2018 12H,33498
03/30/2018 11H,32221
03/30/2018 10H,31881
03/30/2018 09H,32068
03/30/2018 08H,32547
03/30/2018 07H,33608
03/30/2018 06H,35544
03/30/2018 05H,37879
03/30/2018 04H,39774
03/30/2018 03H,40140
03/30/2018 02H,39006
03/30/2018 01H,38170
03/30/2018 00H,37624
03/29/2018 23H,37416
03/29/2018 22H,37499
03/29/2018 21H,37894
03/29/2018 20H,38538
03/29/2018 19H,38916
03/29/2018 18H,39965
03/29/2018 17H,40842
03/29/2018 16H,41728
03/29/2018 15H,42408
03/29/2018 14H,41440
03/29/2018 13H,38206
03/29/2018 12H,34996
03/29/2018 11H,33229
03/29/2018 10H,32740
03/29/2018 09H,32776
03/29/2018 08H,33183
03/29/2018 07H,34526
03/29/2018 06H,36347
03/29/2018 05H,38829
03/29/2018 04H,40624
03/29/2018 03H,40841
03/29/2018 02H,39916
03/29/2018 01H,38877
03/29/2018 00H,38368
03/28/2018 23H,38068
03/28/2018 22H,38178
03/28/2018 21H,38424
03/28/2018 20H,38889
03/28/2018 19H,39256
03/28/2018 18H,40055
03/28/2018 17H,40694
03/28/2018 16H,42387
03/28/2018 15H,42450
03/28/2018 14H,41161
03/28/2018 13H,38010
03/28/2018 12H,34668
03/28/2018 11H,32926
03/28/2018 10H,32405
03/28/2018 09H,32574
03/28/2018 08H,33051
03/28/2018 07H,34530
03/28/2018 06H,36851
03/28/2018 05H,39265
03/28/2018 04H,41331
03/28/2018 03H,41733
03/28/2018 02H,40582
03/28/2018 01H,39839
03/28/2018 00H,39010
03/27/2018 23H,38743
03/27/2018 22H,38991
03/27/2018 21H,39454
03/27/2018 20H,40189
03/27/2018 19H,40831
03/27/2018 18H,41808
03/27/2018 17H,42095
03/27/2018 16H,42985
03/27/2018 15H,43342
03/27/2018 14H,42340
03/27/2018 13H,39185
03/27/2018 12H,36042
03/27/2018 11H,34334
03/27/2018 10H,33832
03/27/2018 09H,33923
03/27/2018 08H,34357
03/27/2018 07H,35376
03/27/2018 06H,37841
03/27/2018 05H,40094
03/27/2018 04H,42617
03/27/2018 03H,43352
03/27/2018 02H,42215
03/27/2018 01H,41256
03/27/2018 00H,40458
03/26/2018 23H,40022
03/26/2018 22H,40574
03/26/2018 21H,45947
03/26/2018 20H,41102
03/26/2018 19H,41760
03/26/2018 18H,42697
03/26/2018 17H,43241
03/26/2018 16H,43841
03/26/2018 15H,44072
03/26/2018 14H,42862
03/26/2018 13H,39279
03/26/2018 12H,35733
03/26/2018 11H,33727
03/26/2018 10H,32830
03/26/2018 09H,32606
03/26/2018 08H,33117
03/26/2018 07H,34244
03/26/2018 06H,36155
03/26/2018 05H,38271
03/26/2018 04H,39940
03/26/2018 03H,39755
03/26/2018 02H,38132
03/26/2018 01H,37048
03/26/2018 00H,36105
03/25/2018 23H,35684
03/25/2018 22H,35616
03/25/2018 21H,36124
03/25/2018 20H,36729
03/25/2018 19H,37762
03/25/2018 18H,38554
03/25/2018 17H,39498
03/25/2018 16H,39597
03/25/2018 15H,38680
03/25/2018 14H,37257
03/25/2018 13H,35571
03/25/2018 12H,34408
03/25/2018 11H,33788
03/25/2018 10H,33537
03/25/2018 09H,33699
03/25/2018 08H,34191
03/25/2018 07H,35237
03/25/2018 06H,36851
03/25/2018 05H,38539
03/25/2018 04H,39884
03/25/2018 03H,40054
03/25/2018 02H,38912
03/25/2018 01H,37897
03/25/2018 00H,37186
03/24/2018 23H,36627
03/24/2018 22H,36690
03/24/2018 21H,37146
03/24/2018 20H,38136
03/24/2018 19H,39085
03/24/2018 18H,40291
03/24/2018 17H,41012
03/24/2018 16H,40996
03/24/2018 15H,39851
03/24/2018 14H,38178
03/24/2018 13H,36302
03/24/2018 12H,34702
03/24/2018 11H,33989
03/24/2018 10H,33832
03/24/2018 09H,34021
03/24/2018 08H,34640
03/24/2018 07H,36035
03/24/2018 06H,37781
03/24/2018 05H,39849
03/24/2018 04H,41644
03/24/2018 03H,42128
03/24/2018 02H,41160
03/24/2018 01H,40216
03/24/2018 00H,39868
03/23/2018 23H,39662
03/23/2018 22H,39662
03/23/2018 21H,40471
03/23/2018 20H,41084
03/23/2018 19H,42006
03/23/2018 18H,42935
03/23/2018 17H,43306
03/23/2018 16H,43560
03/23/2018 15H,43519
03/23/2018 14H,42174
03/23/2018 13H,38850
03/23/2018 12H,35751
03/23/2018 11H,34203
03/23/2018 10H,33693
03/23/2018 09H,33768
03/23/2018 08H,34190
03/23/2018 07H,35339
03/23/2018 06H,37407
03/23/2018 05H,40037
03/23/2018 04H,41987
03/23/2018 03H,42369
03/23/2018 02H,41310
03/23/2018 01H,40281
03/23/2018 00H,39849
03/22/2018 23H,39998
03/22/2018 22H,40195
03/22/2018 21H,40563
03/22/2018 20H,40967
03/22/2018 19H,41204
03/22/2018 18H,41485
03/22/2018 17H,41383
03/22/2018 16H,41540
03/22/2018 15H,41429
03/22/2018 14H,39979
03/22/2018 13H,36931
03/22/2018 12H,33530
03/22/2018 11H,31975
03/22/2018 10H,31700
03/22/2018 09H,31863
03/22/2018 08H,32534
03/22/2018 07H,33603
03/22/2018 06H,35732
03/22/2018 05H,38170
03/22/2018 04H,40130
03/22/2018 03H,40905
03/22/2018 02H,39916
03/22/2018 01H,38772
03/22/2018 00H,37906
03/21/2018 23H,37643
03/21/2018 22H,37853
03/21/2018 21H,38213
03/21/2018 20H,38568
03/21/2018 19H,39421
03/21/2018 18H,40548
03/21/2018 17H,41725
03/21/2018 16H,42611
03/21/2018 15H,43081
03/21/2018 14H,41626
03/21/2018 13H,38240
03/21/2018 12H,35082
03/21/2018 11H,33365
03/21/2018 10H,32925
03/21/2018 09H,32864
03/21/2018 08H,33320
03/21/2018 07H,34274
03/21/2018 06H,36240
03/21/2018 05H,38491
03/21/2018 04H,40346
03/21/2018 03H,40577
03/21/2018 02H,39106
03/21/2018 01H,38056
03/21/2018 00H,37431
03/20/2018 23H,37320
03/20/2018 22H,37492
03/20/2018 21H,38010
03/20/2018 20H,38947
03/20/2018 19H,39904
03/20/2018 18H,41189
03/20/2018 17H,42570
03/20/2018 16H,44017
03/20/2018 15H,44857
03/20/2018 14H,43575
03/20/2018 13H,39885
03/20/2018 12H,36440
03/20/2018 11H,34476
03/20/2018 10H,33839
03/20/2018 09H,33612
03/20/2018 08H,33869
03/20/2018 07H,34879
03/20/2018 06H,36672
03/20/2018 05H,39241
03/20/2018 04H,41339
03/20/2018 03H,41605
03/20/2018 02H,40095
03/20/2018 01H,38818
03/20/2018 00H,38133
03/19/2018 23H,38494
03/19/2018 22H,38419
03/19/2018 21H,38932
03/19/2018 20H,39756
03/19/2018 19H,40688
03/19/2018 18H,41899
03/19/2018 17H,43042
03/19/2018 16H,44247
03/19/2018 15H,45072
03/19/2018 14H,43528
03/19/2018 13H,39719
03/19/2018 12H,36249
03/19/2018 11H,34324
03/19/2018 10H,33317
03/19/2018 09H,33169
03/19/2018 08H,33493
03/19/2018 07H,34651
03/19/2018 06H,36450
03/19/2018 05H,38732
03/19/2018 04H,40638
03/19/2018 03H,40837
03/19/2018 02H,39447
03/19/2018 01H,38231
03/19/2018 00H,37525
03/18/2018 23H,36404
03/18/2018 22H,36316
03/18/2018 21H,36779
03/18/2018 20H,37457
03/18/2018 19H,38110
03/18/2018 18H,38666
03/18/2018 17H,39078
03/18/2018 16H,38942
03/18/2018 15H,38230
03/18/2018 14H,36631
03/18/2018 13H,34771
03/18/2018 12H,33529
03/18/2018 11H,32907
03/18/2018 10H,32720
03/18/2018 09H,32899
03/18/2018 08H,33525
03/18/2018 07H,34563
03/18/2018 06H,36325
03/18/2018 05H,38023
03/18/2018 04H,39243
03/18/2018 03H,39717
03/18/2018 02H,38443
03/18/2018 01H,37665
03/18/2018 00H,37354
03/17/2018 23H,37046
03/17/2018 22H,37067
03/17/2018 21H,37475
03/17/2018 20H,38346
03/17/2018 19H,39487
03/17/2018 18H,40209
03/17/2018 17H,40729
03/17/2018 16H,40537
03/17/2018 15H,39472
03/17/2018 14H,37758
03/17/2018 13H,35773
03/17/2018 12H,34178
03/17/2018 11H,33452
03/17/2018 10H,33211
03/17/2018 09H,33377
03/17/2018 08H,33902
03/17/2018 07H,35049
03/17/2018 06H,36856
03/17/2018 05H,38537
03/17/2018 04H,39926
03/17/2018 03H,40158
03/17/2018 02H,38950
03/17/2018 01H,37759
03/17/2018 00H,37373
03/16/2018 23H,37183
03/16/2018 22H,37656
03/16/2018 21H,38392
03/16/2018 20H,38765
03/16/2018 19H,40221
03/16/2018 18H,41466
03/16/2018 17H,42457
03/16/2018 16H,43653
03/16/2018 15H,44111
03/16/2018 14H,42553
03/16/2018 13H,38890
03/16/2018 12H,35666
03/16/2018 11H,34116
03/16/2018 10H,33539
03/16/2018 09H,33506
03/16/2018 08H,33763
03/16/2018 07H,35296
03/16/2018 06H,37275
03/16/2018 05H,39438
03/16/2018 04H,41233
03/16/2018 03H,41451
03/16/2018 02H,40067
03/16/2018 01H,38704
03/16/2018 00H,38056
03/15/2018 23H,37780
03/15/2018 22H,38228
03/15/2018 21H,38789
03/15/2018 20H,39448
03/15/2018 19H,40071
03/15/2018 18H,41104
03/15/2018 17H,42183
03/15/2018 16H,43459
03/15/2018 15H,44073
03/15/2018 14H,42415
03/15/2018 13H,38559
03/15/2018 12H,35751
03/15/2018 11H,34072
03/15/2018 10H,33445
03/15/2018 09H,33403
03/15/2018 08H,33851
03/15/2018 07H,35281
03/15/2018 06H,37253
03/15/2018 05H,39746
03/15/2018 04H,41648
03/15/2018 03H,42021
03/15/2018 02H,40829
03/15/2018 01H,39687
03/15/2018 00H,38641
03/14/2018 23H,38598
03/14/2018 22H,38699
03/14/2018 21H,38866
03/14/2018 20H,39490
03/14/2018 19H,40169
03/14/2018 18H,40755
03/14/2018 17H,41484
03/14/2018 16H,42300
03/14/2018 15H,42787
03/14/2018 14H,41294
03/14/2018 13H,37861
03/14/2018 12H,34542
03/14/2018 11H,32942
03/14/2018 10H,32364
03/14/2018 09H,32537
03/14/2018 08H,33052
03/14/2018 07H,34411
03/14/2018 06H,36646
03/14/2018 05H,39171
03/14/2018 04H,41390
03/14/2018 03H,42268
03/14/2018 02H,41328
03/14/2018 01H,40068
03/14/2018 00H,39261
03/13/2018 23H,38655
03/13/2018 22H,38663
03/13/2018 21H,38765
03/13/2018 20H,38811
03/13/2018 19H,39221
03/13/2018 18H,40302
03/13/2018 17H,40027
03/13/2018 16H,40981
03/13/2018 15H,41030
03/13/2018 14H,40013
03/13/2018 13H,36604
03/13/2018 12H,33559
03/13/2018 11H,32037
03/13/2018 10H,31645
03/13/2018 09H,31641
03/13/2018 08H,32232
03/13/2018 07H,33366
03/13/2018 06H,35457
03/13/2018 05H,37743
03/13/2018 04H,39871
03/13/2018 03H,40549
03/13/2018 02H,39203
03/13/2018 01H,37939
03/13/2018 00H,37204
03/12/2018 23H,37068
03/12/2018 22H,37099
03/12/2018 21H,37549
03/12/2018 20H,38285
03/12/2018 19H,38876
03/12/2018 18H,40005
03/12/2018 17H,41288
03/12/2018 16H,42616
03/12/2018 15H,43204
03/12/2018 14H,41868
03/12/2018 13H,38370
03/12/2018 12H,35003
03/12/2018 11H,33325
03/12/2018 10H,32626
03/12/2018 09H,32463
03/12/2018 08H,32776
03/12/2018 07H,34261
03/12/2018 06H,36047
03/12/2018 05H,38256
03/12/2018 04H,39844
03/12/2018 03H,40061
03/12/2018 02H,38620
03/12/2018 01H,36843
03/12/2018 00H,35737
03/11/2018 23H,35107
03/11/2018 22H,35226
03/11/2018 21H,35772
03/11/2018 20H,36543
03/11/2018 19H,37375
03/11/2018 18H,38326
03/11/2018 17H,39026
03/11/2018 16H,39121
03/11/2018 15H,38419
03/11/2018 14H,37039
03/11/2018 13H,35648
03/11/2018 12H,34708
03/11/2018 11H,34292
03/11/2018 10H,33889
03/11/2018 09H,34216
03/11/2018 08H,35056
03/11/2018 07H,36583
03/11/2018 06H,38116
03/11/2018 05H,39521
03/11/2018 04H,40482
03/11/2018 03H,40558
03/11/2018 02H,38818
03/11/2018 01H,37307
03/11/2018 00H,36314
03/10/2018 23H,36223
03/10/2018 22H,36671
03/10/2018 21H,37674
03/10/2018 20H,38589
03/10/2018 19H,39817
03/10/2018 18H,40805
03/10/2018 17H,41371
03/10/2018 16H,40813
03/10/2018 15H,39590
03/10/2018 14H,37886
03/10/2018 13H,36207
03/10/2018 12H,35133
03/10/2018 11H,34776
03/10/2018 10H,34785
03/10/2018 09H,35223
03/10/2018 08H,36162
03/10/2018 07H,37846
03/10/2018 06H,39636
03/10/2018 05H,41149
03/10/2018 04H,42077
03/10/2018 03H,42319
03/10/2018 02H,41059
03/10/2018 01H,39474
03/10/2018 00H,38716
03/9/2018 23H,38546
03/9/2018 22H,38764
03/9/2018 21H,39359
03/9/2018 20H,39949
03/9/2018 19H,40785
03/9/2018 18H,41714
03/9/2018 17H,42825
03/9/2018 16H,43506
03/9/2018 15H,42694
03/9/2018 14H,39702
03/9/2018 13H,36355
03/9/2018 12H,34622
03/9/2018 11H,33837
03/9/2018 10H,33706
03/9/2018 09H,34080
03/9/2018 08H,35297
03/9/2018 07H,37363
03/9/2018 06H,39934
03/9/2018 05H,42323
03/9/2018 04H,43820
03/9/2018 03H,44328
03/9/2018 02H,43302
03/9/2018 01H,41488
03/9/2018 00H,40335
03/8/2018 23H,40637
03/8/2018 22H,40568
03/8/2018 21H,41002
03/8/2018 20H,41493
03/8/2018 19H,42129
03/8/2018 18H,42719
03/8/2018 17H,43644
03/8/2018 16H,44528
03/8/2018 15H,43853
03/8/2018 14H,40819
03/8/2018 13H,37299
03/8/2018 12H,35516
03/8/2018 11H,34892
03/8/2018 10H,34883
03/8/2018 09H,35260
03/8/2018 08H,36098
03/8/2018 07H,37920
03/8/2018 06H,40375
03/8/2018 05H,42733
03/8/2018 04H,44034
03/8/2018 03H,44562
03/8/2018 02H,43370
03/8/2018 01H,41232
03/8/2018 00H,40096
03/7/2018 23H,39766
03/7/2018 22H,39916
03/7/2018 21H,40540
03/7/2018 20H,41370
03/7/2018 19H,42476
03/7/2018 18H,43155
03/7/2018 17H,44820
03/7/2018 16H,46080
03/7/2018 15H,45714
03/7/2018 14H,42850
03/7/2018 13H,39271
03/7/2018 12H,37399
03/7/2018 11H,36528
03/7/2018 10H,36232
03/7/2018 09H,36350
03/7/2018 08H,37293
03/7/2018 07H,38900
03/7/2018 06H,41225
03/7/2018 05H,43354
03/7/2018 04H,44522
03/7/2018 03H,44430
03/7/2018 02H,42199
03/7/2018 01H,39801
03/7/2018 00H,38731
03/6/2018 23H,38683
03/6/2018 22H,39163
03/6/2018 21H,40252
03/6/2018 20H,40701
03/6/2018 19H,41753
03/6/2018 18H,43349
03/6/2018 17H,45168
03/6/2018 16H,46940
03/6/2018 15H,46549
03/6/2018 14H,43362
03/6/2018 13H,39814
03/6/2018 12H,37698
03/6/2018 11H,36845
03/6/2018 10H,36712
03/6/2018 09H,36902
03/6/2018 08H,37844
03/6/2018 07H,39651
03/6/2018 06H,42078
03/6/2018 05H,44421
03/6/2018 04H,45624
03/6/2018 03H,45998
03/6/2018 02H,44450
03/6/2018 01H,42028
03/6/2018 00H,40727
03/5/2018 23H,40602
03/5/2018 22H,40948
03/5/2018 21H,41444
03/5/2018 20H,42129
03/5/2018 19H,43176
03/5/2018 18H,44274
03/5/2018 17H,45262
03/5/2018 16H,49866
03/5/2018 15H,45334
03/5/2018 14H,42267
03/5/2018 13H,38834
03/5/2018 12H,36995
03/5/2018 11H,36231
03/5/2018 10H,36013
03/5/2018 09H,36268
03/5/2018 08H,37172
03/5/2018 07H,38985
03/5/2018 06H,41368
03/5/2018 05H,43181
03/5/2018 04H,44378
03/5/2018 03H,44543
03/5/2018 02H,43170
03/5/2018 01H,41218
03/5/2018 00H,39851
03/4/2018 23H,39052
03/4/2018 22H,39141
03/4/2018 21H,39590
03/4/2018 20H,40293
03/4/2018 19H,41041
03/4/2018 18H,41768
03/4/2018 17H,42008
03/4/2018 16H,41267
03/4/2018 15H,39922
03/4/2018 14H,38455
03/4/2018 13H,37086
03/4/2018 12H,36246
03/4/2018 11H,35885
03/4/2018 10H,35855
03/4/2018 09H,36093
03/4/2018 08H,37062
03/4/2018 07H,38508
03/4/2018 06H,40164
03/4/2018 05H,41334
03/4/2018 04H,42228
03/4/2018 03H,42332
03/4/2018 02H,40929
03/4/2018 01H,39020
03/4/2018 00H,37991
03/3/2018 23H,37723
03/3/2018 22H,37938
03/3/2018 21H,38775
03/3/2018 20H,39799
03/3/2018 19H,41027
03/3/2018 18H,42013
03/3/2018 17H,42478
03/3/2018 16H,41944
03/3/2018 15H,40505
03/3/2018 14H,38834
03/3/2018 13H,37143
03/3/2018 12H,36158
03/3/2018 11H,35843
03/3/2018 10H,35941
03/3/2018 09H,36226
03/3/2018 08H,37430
03/3/2018 07H,39084
03/3/2018 06H,41282
03/3/2018 05H,43039
03/3/2018 04H,44194
03/3/2018 03H,44704
03/3/2018 02H,43844
03/3/2018 01H,42082
03/3/2018 00H,41292
03/2/2018 23H,41212
03/2/2018 22H,41544
03/2/2018 21H,42151
03/2/2018 20H,42707
03/2/2018 19H,43620
03/2/2018 18H,44542
03/2/2018 17H,45287
03/2/2018 16H,45887
03/2/2018 15H,44875
03/2/2018 14H,41863
03/2/2018 13H,38584
03/2/2018 12H,36782
03/2/2018 11H,36221
03/2/2018 10H,36306
03/2/2018 09H,36678
03/2/2018 08H,37828
03/2/2018 07H,39595
03/2/2018 06H,42116
03/2/2018 05H,44332
03/2/2018 04H,45455
03/2/2018 03H,45872
03/2/2018 02H,44650
03/2/2018 01H,42375
03/2/2018 00H,41297
03/1/2018 23H,41621
03/1/2018 22H,40609
03/1/2018 21H,41836
03/1/2018 20H,42118
03/1/2018 19H,42917
03/1/2018 18H,43942
03/1/2018 17H,44934
03/1/2018 16H,46033
03/1/2018 15H,44978
03/1/2018 14H,42229
03/1/2018 13H,38880
03/1/2018 12H,36807
03/1/2018 11H,36196
03/1/2018 10H,36217
03/1/2018 09H,36816
03/1/2018 08H,38126
03/1/2018 07H,40060
03/1/2018 06H,42725
03/1/2018 05H,45156
03/1/2018 04H,46410
03/1/2018 03H,46905
03/1/2018 02H,46286
03/1/2018 01H,43760
03/1/2018 00H,42427
02/28/2018 23H,41967
02/28/2018 22H,42077
02/28/2018 21H,42218
02/28/2018 20H,42725
02/28/2018 19H,43555
02/28/2018 18H,44367
02/28/2018 17H,45075
02/28/2018 16H,46198
02/28/2018 15H,45648
02/28/2018 14H,42705
02/28/2018 13H,39459
02/28/2018 12H,37462
02/28/2018 11H,36816
02/28/2018 10H,36869
02/28/2018 09H,37162
02/28/2018 08H,38196
02/28/2018 07H,40230
02/28/2018 06H,43106
02/28/2018 05H,45466
02/28/2018 04H,46998
02/28/2018 03H,47328
02/28/2018 02H,46307
02/28/2018 01H,43792
02/28/2018 00H,42537
02/27/2018 23H,42285
02/27/2018 22H,42713
02/27/2018 21H,43001
02/27/2018 20H,44230
02/27/2018 19H,45150
02/27/2018 18H,46130
02/27/2018 17H,47076
02/27/2018 16H,48007
02/27/2018 15H,47312
02/27/2018 14H,44081
02/27/2018 13H,40764
02/27/2018 12H,38931
02/27/2018 11H,38238
02/27/2018 10H,38148
02/27/2018 09H,38459
02/27/2018 08H,39131
02/27/2018 07H,41018
02/27/2018 06H,43347
02/27/2018 05H,45559
02/27/2018 04H,46764
02/27/2018 03H,47014
02/27/2018 02H,45361
02/27/2018 01H,42667
02/27/2018 00H,41489
02/26/2018 23H,41350
02/26/2018 22H,41866
02/26/2018 21H,42670
02/26/2018 20H,43559
02/26/2018 19H,44710
02/26/2018 18H,46090
02/26/2018 17H,47370
02/26/2018 16H,48270
02/26/2018 15H,47528
02/26/2018 14H,44379
02/26/2018 13H,40937
02/26/2018 12H,38873
02/26/2018 11H,38051
02/26/2018 10H,37897
02/26/2018 09H,38052
02/26/2018 08H,39301
02/26/2018 07H,41086
02/26/2018 06H,43346
02/26/2018 05H,45531
02/26/2018 04H,46730
02/26/2018 03H,47183
02/26/2018 02H,46017
02/26/2018 01H,43582
02/26/2018 00H,42173
02/25/2018 23H,41443
02/25/2018 22H,41512
02/25/2018 21H,42031
02/25/2018 20H,42594
02/25/2018 19H,43068
02/25/2018 18H,43213
02/25/2018 17H,43003
02/25/2018 16H,42010
02/25/2018 15H,40812
02/25/2018 14H,39730
02/25/2018 13H,38517
02/25/2018 12H,37838
02/25/2018 11H,37677
02/25/2018 10H,37780
02/25/2018 09H,38383
02/25/2018 08H,38865
02/25/2018 07H,40825
