Demand for Northwest (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389944&sdid=EBA.NW-ALL.D.H
04:14:35 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NW-ALL.D.H megawatthours
06/19/2022 05H,39631
06/19/2022 04H,40728
06/19/2022 03H,41224
06/19/2022 02H,42148
06/19/2022 01H,42729
06/19/2022 00H,42699
06/18/2022 23H,42676
06/18/2022 22H,42394
06/18/2022 21H,42251
06/18/2022 20H,41971
06/18/2022 19H,41647
06/18/2022 18H,41070
06/18/2022 17H,39987
06/18/2022 16H,38627
06/18/2022 15H,36989
06/18/2022 14H,34892
06/18/2022 13H,33438
06/18/2022 12H,33027
06/18/2022 11H,33177
06/18/2022 10H,33584
06/18/2022 09H,34443
06/18/2022 08H,35500
06/18/2022 07H,37531
06/18/2022 06H,40076
06/18/2022 05H,42595
06/18/2022 04H,44290
06/18/2022 03H,45302
06/18/2022 02H,46771
06/18/2022 01H,48064
06/18/2022 00H,48690
06/17/2022 23H,48836
06/17/2022 22H,48623
06/17/2022 21H,48022
06/17/2022 20H,47214
06/17/2022 19H,46239
06/17/2022 18H,45213
06/17/2022 17H,43671
06/17/2022 16H,42087
06/17/2022 15H,40188
06/17/2022 14H,37805
06/17/2022 13H,35440
06/17/2022 12H,34209
06/17/2022 11H,33689
06/17/2022 10H,34063
06/17/2022 09H,34965
06/17/2022 08H,36326
06/17/2022 07H,38507
06/17/2022 06H,41376
06/17/2022 05H,44275
06/17/2022 04H,46035
06/17/2022 03H,47474
06/17/2022 02H,48961
06/17/2022 01H,49570
06/17/2022 00H,49120
06/16/2022 23H,48134
06/16/2022 22H,46058
06/16/2022 21H,44803
06/16/2022 20H,44317
06/16/2022 19H,43136
06/16/2022 18H,41966
06/16/2022 17H,40806
06/16/2022 16H,39878
06/16/2022 15H,38597
06/16/2022 14H,36589
06/16/2022 13H,34349
06/16/2022 12H,32901
06/16/2022 11H,32098
06/16/2022 10H,32162
06/16/2022 09H,32812
06/16/2022 08H,34019
06/16/2022 07H,35746
06/16/2022 06H,38331
06/16/2022 05H,41230
06/16/2022 04H,43045
06/16/2022 03H,44208
06/16/2022 02H,45045
06/16/2022 01H,45226
06/16/2022 00H,44523
06/15/2022 23H,43547
06/15/2022 22H,42483
06/15/2022 21H,41621
06/15/2022 20H,40991
06/15/2022 19H,40351
06/15/2022 18H,39785
06/15/2022 17H,39305
06/15/2022 16H,38791
06/15/2022 15H,38137
06/15/2022 14H,36517
06/15/2022 13H,34396
06/15/2022 12H,32620
06/15/2022 11H,31746
06/15/2022 10H,31596
06/15/2022 09H,32056
06/15/2022 08H,33072
06/15/2022 07H,34634
06/15/2022 06H,36979
06/15/2022 05H,39546
06/15/2022 04H,41291
06/15/2022 03H,42226
06/15/2022 02H,43217
06/15/2022 01H,43395
06/15/2022 00H,42898
06/14/2022 23H,42073
06/14/2022 22H,41435
06/14/2022 21H,40957
06/14/2022 20H,40563
06/14/2022 19H,40190
06/14/2022 18H,40000
06/14/2022 17H,39853
06/14/2022 16H,39655
06/14/2022 15H,38944
06/14/2022 14H,37324
06/14/2022 13H,34864
06/14/2022 12H,33197
06/14/2022 11H,32420
06/14/2022 10H,32490
06/14/2022 09H,33091
06/14/2022 08H,34355
06/14/2022 07H,36061
06/14/2022 06H,38460
06/14/2022 05H,41547
06/14/2022 04H,43344
06/14/2022 03H,44434
06/14/2022 02H,45543
06/14/2022 01H,46297
06/14/2022 00H,46194
06/13/2022 23H,45708
06/13/2022 22H,45259
06/13/2022 21H,44717
06/13/2022 20H,44305
06/13/2022 19H,43791
06/13/2022 18H,43403
06/13/2022 17H,42818
06/13/2022 16H,41925
06/13/2022 15H,40737
06/13/2022 14H,38471
06/13/2022 13H,35832
06/13/2022 12H,34037
06/13/2022 11H,33128
06/13/2022 10H,33158
06/13/2022 09H,33695
06/13/2022 08H,34787
06/13/2022 07H,36587
06/13/2022 06H,39115
06/13/2022 05H,41862
06/13/2022 04H,43533
06/13/2022 03H,44449
06/13/2022 02H,45588
06/13/2022 01H,46170
06/13/2022 00H,45891
06/12/2022 23H,45259
06/12/2022 22H,44704
06/12/2022 21H,44088
06/12/2022 20H,43604
06/12/2022 19H,42845
06/12/2022 18H,41521
06/12/2022 17H,39692
06/12/2022 16H,37626
06/12/2022 15H,35166
06/12/2022 14H,33328
06/12/2022 13H,32224
06/12/2022 12H,32237
06/12/2022 11H,32618
06/12/2022 10H,33196
06/12/2022 09H,34179
06/12/2022 08H,35639
06/12/2022 07H,37910
06/12/2022 06H,40544
06/12/2022 05H,43169
06/12/2022 04H,44798
06/12/2022 03H,46123
06/12/2022 02H,47516
06/12/2022 01H,48218
06/12/2022 00H,48107
06/11/2022 23H,47551
06/11/2022 22H,46839
06/11/2022 21H,46049
06/11/2022 20H,45255
06/11/2022 19H,44300
06/11/2022 18H,43081
06/11/2022 17H,41540
06/11/2022 16H,39374
06/11/2022 15H,36840
06/11/2022 14H,34889
06/11/2022 13H,33688
06/11/2022 12H,33478
06/11/2022 11H,33649
06/11/2022 10H,34145
06/11/2022 09H,35200
06/11/2022 08H,36497
06/11/2022 07H,38565
06/11/2022 06H,41156
06/11/2022 05H,43774
06/11/2022 04H,45767
06/11/2022 03H,47229
06/11/2022 02H,48812
06/11/2022 01H,49802
06/11/2022 00H,49979
06/10/2022 23H,49515
06/10/2022 22H,48826
06/10/2022 21H,48008
06/10/2022 20H,46844
06/10/2022 19H,45502
06/10/2022 18H,44131
06/10/2022 17H,42648
06/10/2022 16H,41171
06/10/2022 15H,39580
06/10/2022 14H,37245
06/10/2022 13H,34999
06/10/2022 12H,33770
06/10/2022 11H,33251
06/10/2022 10H,33344
06/10/2022 09H,34064
06/10/2022 08H,35361
06/10/2022 07H,37316
06/10/2022 06H,40039
06/10/2022 05H,43146
06/10/2022 04H,45180
06/10/2022 03H,46290
06/10/2022 02H,47540
06/10/2022 01H,48318
06/10/2022 00H,48327
06/9/2022 23H,47795
06/9/2022 22H,47099
06/9/2022 21H,45971
06/9/2022 20H,44714
06/9/2022 19H,43525
06/9/2022 18H,42248
06/9/2022 17H,41196
06/9/2022 16H,40177
06/9/2022 15H,38839
06/9/2022 14H,36608
06/9/2022 13H,34316
06/9/2022 12H,32916
06/9/2022 11H,32361
06/9/2022 10H,32684
06/9/2022 09H,33322
06/9/2022 08H,34619
06/9/2022 07H,36562
06/9/2022 06H,39210
06/9/2022 05H,42034
06/9/2022 04H,43861
06/9/2022 03H,44720
06/9/2022 02H,45801
06/9/2022 01H,46580
06/9/2022 00H,46487
06/8/2022 23H,45790
06/8/2022 22H,44883
06/8/2022 21H,43896
06/8/2022 20H,42892
06/8/2022 19H,41844
06/8/2022 18H,40861
06/8/2022 17H,40200
06/8/2022 16H,39315
06/8/2022 15H,38102
06/8/2022 14H,36267
06/8/2022 13H,34201
06/8/2022 12H,32744
06/8/2022 11H,32251
06/8/2022 10H,32435
06/8/2022 09H,33224
06/8/2022 08H,34174
06/8/2022 07H,35906
06/8/2022 06H,38537
06/8/2022 05H,41281
06/8/2022 04H,43155
06/8/2022 03H,44178
06/8/2022 02H,45393
06/8/2022 01H,46071
06/8/2022 00H,45778
06/7/2022 23H,44977
06/7/2022 22H,43917
06/7/2022 21H,43018
06/7/2022 20H,42205
06/7/2022 19H,41218
06/7/2022 18H,40150
06/7/2022 17H,39769
06/7/2022 16H,39280
06/7/2022 15H,38524
06/7/2022 14H,36940
06/7/2022 13H,34571
06/7/2022 12H,32860
06/7/2022 11H,31881
06/7/2022 10H,31777
06/7/2022 09H,32323
06/7/2022 08H,33404
06/7/2022 07H,35247
06/7/2022 06H,37661
06/7/2022 05H,40191
06/7/2022 04H,41981
06/7/2022 03H,42678
06/7/2022 02H,43642
06/7/2022 01H,43863
06/7/2022 00H,43661
06/6/2022 23H,43403
06/6/2022 22H,43013
06/6/2022 21H,42397
06/6/2022 20H,41927
06/6/2022 19H,41336
06/6/2022 18H,40689
06/6/2022 17H,40025
06/6/2022 16H,39107
06/6/2022 15H,38132
06/6/2022 14H,36271
06/6/2022 13H,33745
06/6/2022 12H,31978
06/6/2022 11H,31079
06/6/2022 10H,30961
06/6/2022 09H,31361
06/6/2022 08H,32322
06/6/2022 07H,33956
06/6/2022 06H,36159
06/6/2022 05H,38683
06/6/2022 04H,40017
06/6/2022 03H,40849
06/6/2022 02H,41638
06/6/2022 01H,41741
06/6/2022 00H,41414
06/5/2022 23H,40585
06/5/2022 22H,39970
06/5/2022 21H,39364
06/5/2022 20H,38738
06/5/2022 19H,38037
06/5/2022 18H,37100
06/5/2022 17H,35916
06/5/2022 16H,34623
06/5/2022 15H,32978
06/5/2022 14H,31441
06/5/2022 13H,30817
06/5/2022 12H,30712
06/5/2022 11H,30759
06/5/2022 10H,31039
06/5/2022 09H,31576
06/5/2022 08H,32561
06/5/2022 07H,33833
06/5/2022 06H,35807
06/5/2022 05H,37700
06/5/2022 04H,38922
06/5/2022 03H,39142
06/5/2022 02H,39690
06/5/2022 01H,40283
06/5/2022 00H,40308
06/4/2022 23H,40020
06/4/2022 22H,39583
06/4/2022 21H,39184
06/4/2022 20H,38773
06/4/2022 19H,38005
06/4/2022 18H,37344
06/4/2022 17H,36332
06/4/2022 16H,34961
06/4/2022 15H,33497
06/4/2022 14H,32139
06/4/2022 13H,31405
06/4/2022 12H,31169
06/4/2022 11H,31008
06/4/2022 10H,31219
06/4/2022 09H,31975
06/4/2022 08H,33006
06/4/2022 07H,34534
06/4/2022 06H,36663
06/4/2022 05H,38877
06/4/2022 04H,40113
06/4/2022 03H,40787
06/4/2022 02H,41770
06/4/2022 01H,42370
06/4/2022 00H,42525
06/3/2022 23H,42213
06/3/2022 22H,41910
06/3/2022 21H,41713
06/3/2022 20H,41315
06/3/2022 19H,40660
06/3/2022 18H,39816
06/3/2022 17H,38908
06/3/2022 16H,37977
06/3/2022 15H,36675
06/3/2022 14H,35001
06/3/2022 13H,33211
06/3/2022 12H,31932
06/3/2022 11H,31372
06/3/2022 10H,31484
06/3/2022 09H,31991
06/3/2022 08H,32859
06/3/2022 07H,34483
06/3/2022 06H,36894
06/3/2022 05H,39611
06/3/2022 04H,41128
06/3/2022 03H,41809
06/3/2022 02H,42678
06/3/2022 01H,43102
06/3/2022 00H,42850
06/2/2022 23H,42073
06/2/2022 22H,41179
06/2/2022 21H,40327
06/2/2022 20H,39600
06/2/2022 19H,38817
06/2/2022 18H,38172
06/2/2022 17H,37592
06/2/2022 16H,37112
06/2/2022 15H,36443
06/2/2022 14H,34838
06/2/2022 13H,32743
06/2/2022 12H,31276
06/2/2022 11H,30379
06/2/2022 10H,30376
06/2/2022 09H,30926
06/2/2022 08H,31902
06/2/2022 07H,33488
06/2/2022 06H,35801
06/2/2022 05H,38451
06/2/2022 04H,40015
06/2/2022 03H,40596
06/2/2022 02H,40916
06/2/2022 01H,40928
06/2/2022 00H,40393
06/1/2022 23H,39662
06/1/2022 22H,38941
06/1/2022 21H,38467
06/1/2022 20H,38119
06/1/2022 19H,37893
06/1/2022 18H,37746
06/1/2022 17H,37690
06/1/2022 16H,37591
06/1/2022 15H,37033
06/1/2022 14H,35321
06/1/2022 13H,33114
06/1/2022 12H,31469
06/1/2022 11H,30643
06/1/2022 10H,30558
06/1/2022 09H,30935
06/1/2022 08H,31721
06/1/2022 07H,33287
06/1/2022 06H,35416
06/1/2022 05H,37850
06/1/2022 04H,39193
06/1/2022 03H,39663
06/1/2022 02H,39901
06/1/2022 01H,39775
06/1/2022 00H,39291
05/31/2022 23H,38648
05/31/2022 22H,38181
05/31/2022 21H,37925
05/31/2022 20H,37931
05/31/2022 19H,37649
05/31/2022 18H,37512
05/31/2022 17H,37630
05/31/2022 16H,37789
05/31/2022 15H,37575
05/31/2022 14H,36323
05/31/2022 13H,33971
05/31/2022 12H,31785
05/31/2022 11H,30568
05/31/2022 10H,30299
05/31/2022 09H,30512
05/31/2022 08H,31089
05/31/2022 07H,32375
05/31/2022 06H,34402
05/31/2022 05H,36515
05/31/2022 04H,37655
05/31/2022 03H,37848
05/31/2022 02H,37863
05/31/2022 01H,37821
05/31/2022 00H,37297
05/30/2022 23H,36649
05/30/2022 22H,36223
05/30/2022 21H,36176
05/30/2022 20H,36324
05/30/2022 19H,36437
05/30/2022 18H,36429
05/30/2022 17H,36109
05/30/2022 16H,35412
05/30/2022 15H,34268
05/30/2022 14H,33094
05/30/2022 13H,32136
05/30/2022 12H,31511
05/30/2022 11H,30868
05/30/2022 10H,30763
05/30/2022 09H,30968
05/30/2022 08H,31681
05/30/2022 07H,32948
05/30/2022 06H,34742
05/30/2022 05H,36355
05/30/2022 04H,37187
05/30/2022 03H,37262
05/30/2022 02H,37565
05/30/2022 01H,37241
05/30/2022 00H,36644
05/29/2022 23H,36448
05/29/2022 22H,36414
05/29/2022 21H,36400
05/29/2022 20H,36521
05/29/2022 19H,36622
05/29/2022 18H,36186
05/29/2022 17H,35827
05/29/2022 16H,34917
05/29/2022 15H,33581
05/29/2022 14H,32181
05/29/2022 13H,31387
05/29/2022 12H,31145
05/29/2022 11H,31051
05/29/2022 10H,31253
05/29/2022 09H,31793
05/29/2022 08H,32776
05/29/2022 07H,34110
05/29/2022 06H,35932
05/29/2022 05H,37675
05/29/2022 04H,38779
05/29/2022 03H,39059
05/29/2022 02H,39574
05/29/2022 01H,39791
05/29/2022 00H,39550
05/28/2022 23H,39193
05/28/2022 22H,38715
05/28/2022 21H,38465
05/28/2022 20H,38322
05/28/2022 19H,38048
05/28/2022 18H,37802
05/28/2022 17H,37010
05/28/2022 16H,36022
05/28/2022 15H,34539
05/28/2022 14H,33134
05/28/2022 13H,32328
05/28/2022 12H,32042
05/28/2022 11H,31787
05/28/2022 10H,32208
05/28/2022 09H,32813
05/28/2022 08H,33865
05/28/2022 07H,35373
05/28/2022 06H,37335
05/28/2022 05H,39474
05/28/2022 04H,40818
05/28/2022 03H,41363
05/28/2022 02H,41988
05/28/2022 01H,42765
05/28/2022 00H,43384
05/27/2022 23H,43813
05/27/2022 22H,43728
05/27/2022 21H,43650
05/27/2022 20H,43361
05/27/2022 19H,42700
05/27/2022 18H,41781
05/27/2022 17H,40861
05/27/2022 16H,39635
05/27/2022 15H,38083
05/27/2022 14H,36204
05/27/2022 13H,34214
05/27/2022 12H,32804
05/27/2022 11H,32321
05/27/2022 10H,32443
05/27/2022 09H,32981
05/27/2022 08H,34093
05/27/2022 07H,36042
05/27/2022 06H,38426
05/27/2022 05H,41085
05/27/2022 04H,42813
05/27/2022 03H,43769
05/27/2022 02H,44619
05/27/2022 01H,45221
05/27/2022 00H,45237
05/26/2022 23H,44597
05/26/2022 22H,43834
05/26/2022 21H,43122
05/26/2022 20H,42112
05/26/2022 19H,41020
05/26/2022 18H,40328
05/26/2022 17H,39591
05/26/2022 16H,38848
05/26/2022 15H,38116
05/26/2022 14H,36374
05/26/2022 13H,34173
05/26/2022 12H,32551
05/26/2022 11H,31912
05/26/2022 10H,31817
05/26/2022 09H,32241
05/26/2022 08H,33316
05/26/2022 07H,34951
05/26/2022 06H,37457
05/26/2022 05H,40306
05/26/2022 04H,41793
05/26/2022 03H,42721
05/26/2022 02H,43415
05/26/2022 01H,43419
05/26/2022 00H,42954
05/25/2022 23H,42188
05/25/2022 22H,41340
05/25/2022 21H,40713
05/25/2022 20H,40202
05/25/2022 19H,39811
05/25/2022 18H,39498
05/25/2022 17H,39246
05/25/2022 16H,39121
05/25/2022 15H,38427
05/25/2022 14H,36810
05/25/2022 13H,34705
05/25/2022 12H,32739
05/25/2022 11H,31834
05/25/2022 10H,31631
05/25/2022 09H,31978
05/25/2022 08H,32771
05/25/2022 07H,34307
05/25/2022 06H,36435
05/25/2022 05H,38978
05/25/2022 04H,40643
05/25/2022 03H,41096
05/25/2022 02H,41638
05/25/2022 01H,41350
05/25/2022 00H,40756
05/24/2022 23H,40015
05/24/2022 22H,39471
05/24/2022 21H,39215
05/24/2022 20H,39133
05/24/2022 19H,38844
05/24/2022 18H,38707
05/24/2022 17H,38599
05/24/2022 16H,38677
05/24/2022 15H,38326
05/24/2022 14H,36863
05/24/2022 13H,34489
05/24/2022 12H,32325
05/24/2022 11H,31162
05/24/2022 10H,31000
05/24/2022 09H,31381
05/24/2022 08H,32183
05/24/2022 07H,33515
05/24/2022 06H,35649
05/24/2022 05H,38157
05/24/2022 04H,39693
05/24/2022 03H,40239
05/24/2022 02H,40695
05/24/2022 01H,40714
05/24/2022 00H,40197
05/23/2022 23H,39338
05/23/2022 22H,38870
05/23/2022 21H,38552
05/23/2022 20H,38496
05/23/2022 19H,38385
05/23/2022 18H,38441
05/23/2022 17H,38206
05/23/2022 16H,38069
05/23/2022 15H,37579
05/23/2022 14H,35875
05/23/2022 13H,33567
05/23/2022 12H,31657
05/23/2022 11H,30598
05/23/2022 10H,30420
05/23/2022 09H,30658
05/23/2022 08H,31318
05/23/2022 07H,32610
05/23/2022 06H,34558
05/23/2022 05H,36882
05/23/2022 04H,38111
05/23/2022 03H,38286
05/23/2022 02H,38269
05/23/2022 01H,38152
05/23/2022 00H,37498
05/22/2022 23H,36680
05/22/2022 22H,35774
05/22/2022 21H,35372
05/22/2022 20H,35205
05/22/2022 19H,35149
05/22/2022 18H,35151
05/22/2022 17H,35090
05/22/2022 16H,34779
05/22/2022 15H,33863
05/22/2022 14H,32559
05/22/2022 13H,31601
05/22/2022 12H,31047
05/22/2022 11H,30610
05/22/2022 10H,30505
05/22/2022 09H,30853
05/22/2022 08H,31516
05/22/2022 07H,32729
05/22/2022 06H,34436
05/22/2022 05H,35974
05/22/2022 04H,36723
05/22/2022 03H,36954
05/22/2022 02H,37085
05/22/2022 01H,36808
05/22/2022 00H,36177
05/21/2022 23H,35545
05/21/2022 22H,35133
05/21/2022 21H,35090
05/21/2022 20H,35305
05/21/2022 19H,35654
05/21/2022 18H,35999
05/21/2022 17H,36352
05/21/2022 16H,36413
05/21/2022 15H,35660
05/21/2022 14H,34436
05/21/2022 13H,33309
05/21/2022 12H,32391
05/21/2022 11H,31769
05/21/2022 10H,31670
05/21/2022 09H,31941
05/21/2022 08H,32632
05/21/2022 07H,33913
05/21/2022 06H,35674
05/21/2022 05H,37566
05/21/2022 04H,38248
05/21/2022 03H,38380
05/21/2022 02H,38775
05/21/2022 01H,39003
05/21/2022 00H,38928
05/20/2022 23H,38713
05/20/2022 22H,38693
05/20/2022 21H,38975
05/20/2022 20H,39357
05/20/2022 19H,39792
05/20/2022 18H,40231
05/20/2022 17H,40809
05/20/2022 16H,41072
05/20/2022 15H,40807
05/20/2022 14H,39390
05/20/2022 13H,37088
05/20/2022 12H,34900
05/20/2022 11H,33672
05/20/2022 10H,33306
05/20/2022 09H,33644
05/20/2022 08H,34416
05/20/2022 07H,35539
05/20/2022 06H,37671
05/20/2022 05H,40078
05/20/2022 04H,41624
05/20/2022 03H,42173
05/20/2022 02H,42900
05/20/2022 01H,43370
05/20/2022 00H,43211
05/19/2022 23H,42836
05/19/2022 22H,42642
05/19/2022 21H,42577
05/19/2022 20H,42372
05/19/2022 19H,42094
05/19/2022 18H,41865
05/19/2022 17H,41822
05/19/2022 16H,41266
05/19/2022 15H,40901
05/19/2022 14H,39177
05/19/2022 13H,36684
05/19/2022 12H,34470
05/19/2022 11H,33287
05/19/2022 10H,33167
05/19/2022 09H,33652
05/19/2022 08H,34498
05/19/2022 07H,36056
05/19/2022 06H,38365
05/19/2022 05H,41031
05/19/2022 04H,42758
05/19/2022 03H,43116
05/19/2022 02H,43865
05/19/2022 01H,44268
05/19/2022 00H,44035
05/18/2022 23H,43176
05/18/2022 22H,42638
05/18/2022 21H,41957
05/18/2022 20H,41606
05/18/2022 19H,41227
05/18/2022 18H,40855
05/18/2022 17H,40614
05/18/2022 16H,40317
05/18/2022 15H,39396
05/18/2022 14H,37531
05/18/2022 13H,34923
05/18/2022 12H,32684
05/18/2022 11H,31768
05/18/2022 10H,31641
05/18/2022 09H,31953
05/18/2022 08H,32905
05/18/2022 07H,34300
05/18/2022 06H,36651
05/18/2022 05H,39462
05/18/2022 04H,41355
05/18/2022 03H,41958
05/18/2022 02H,42628
05/18/2022 01H,42872
05/18/2022 00H,42618
05/17/2022 23H,42215
05/17/2022 22H,41952
05/17/2022 21H,41818
05/17/2022 20H,41480
05/17/2022 19H,40908
05/17/2022 18H,40544
05/17/2022 17H,40258
05/17/2022 16H,39919
05/17/2022 15H,39405
05/17/2022 14H,37760
05/17/2022 13H,35258
05/17/2022 12H,33076
05/17/2022 11H,32160
05/17/2022 10H,31991
05/17/2022 09H,32184
05/17/2022 08H,32984
05/17/2022 07H,34506
05/17/2022 06H,36836
05/17/2022 05H,39631
05/17/2022 04H,41532
05/17/2022 03H,42307
05/17/2022 02H,42725
05/17/2022 01H,43117
05/17/2022 00H,42987
05/16/2022 23H,42641
05/16/2022 22H,42480
05/16/2022 21H,42002
05/16/2022 20H,41601
05/16/2022 19H,40887
05/16/2022 18H,40171
05/16/2022 17H,39456
05/16/2022 16H,38628
05/16/2022 15H,37624
05/16/2022 14H,35760
05/16/2022 13H,33260
05/16/2022 12H,31202
05/16/2022 11H,30187
05/16/2022 10H,30035
05/16/2022 09H,30520
05/16/2022 08H,31495
05/16/2022 07H,33010
05/16/2022 06H,35286
05/16/2022 05H,37970
05/16/2022 04H,39696
05/16/2022 03H,40081
05/16/2022 02H,40566
05/16/2022 01H,40830
05/16/2022 00H,40145
05/15/2022 23H,39151
05/15/2022 22H,38274
05/15/2022 21H,37580
05/15/2022 20H,36918
05/15/2022 19H,36262
05/15/2022 18H,35826
05/15/2022 17H,35064
05/15/2022 16H,33832
05/15/2022 15H,32279
05/15/2022 14H,31053
05/15/2022 13H,30311
05/15/2022 12H,29897
05/15/2022 11H,29682
05/15/2022 10H,29950
05/15/2022 09H,30567
05/15/2022 08H,31378
05/15/2022 07H,32883
05/15/2022 06H,34826
05/15/2022 05H,36821
05/15/2022 04H,37933
05/15/2022 03H,38322
05/15/2022 02H,38654
05/15/2022 01H,38709
05/15/2022 00H,38443
05/14/2022 23H,37824
05/14/2022 22H,37030
05/14/2022 21H,36623
05/14/2022 20H,36700
05/14/2022 19H,36882
05/14/2022 18H,36978
05/14/2022 17H,36938
05/14/2022 16H,36386
05/14/2022 15H,35358
05/14/2022 14H,33748
05/14/2022 13H,32632
05/14/2022 12H,31945
05/14/2022 11H,31589
05/14/2022 10H,31644
05/14/2022 09H,32070
05/14/2022 08H,32896
05/14/2022 07H,34194
05/14/2022 06H,36056
05/14/2022 05H,38050
05/14/2022 04H,39435
05/14/2022 03H,39526
05/14/2022 02H,39705
05/14/2022 01H,39712
05/14/2022 00H,39384
05/13/2022 23H,38699
05/13/2022 22H,38246
05/13/2022 21H,38237
05/13/2022 20H,38748
05/13/2022 19H,39103
05/13/2022 18H,39705
05/13/2022 17H,40240
05/13/2022 16H,40667
05/13/2022 15H,40693
05/13/2022 14H,39521
05/13/2022 13H,36974
05/13/2022 12H,34545
05/13/2022 11H,33325
05/13/2022 10H,33171
05/13/2022 09H,33252
05/13/2022 08H,33651
05/13/2022 07H,34733
05/13/2022 06H,36436
05/13/2022 05H,38758
05/13/2022 04H,40110
05/13/2022 03H,40059
05/13/2022 02H,40054
05/13/2022 01H,40108
05/13/2022 00H,39896
05/12/2022 23H,39490
05/12/2022 22H,39368
05/12/2022 21H,39378
05/12/2022 20H,39477
05/12/2022 19H,39660
05/12/2022 18H,39886
05/12/2022 17H,39847
05/12/2022 16H,39925
05/12/2022 15H,39609
05/12/2022 14H,38185
05/12/2022 13H,35604
05/12/2022 12H,33117
05/12/2022 11H,31889
05/12/2022 10H,31517
05/12/2022 09H,31653
05/12/2022 08H,32324
05/12/2022 07H,33545
05/12/2022 06H,35436
05/12/2022 05H,37926
05/12/2022 04H,39528
05/12/2022 03H,39665
05/12/2022 02H,39516
05/12/2022 01H,39453
05/12/2022 00H,39050
05/11/2022 23H,38515
05/11/2022 22H,38062
05/11/2022 21H,37879
05/11/2022 20H,37951
05/11/2022 19H,38096
05/11/2022 18H,38449
05/11/2022 17H,39059
05/11/2022 16H,39519
05/11/2022 15H,39698
05/11/2022 14H,38806
05/11/2022 13H,36408
05/11/2022 12H,33767
05/11/2022 11H,32260
05/11/2022 10H,31692
05/11/2022 09H,31730
05/11/2022 08H,32238
05/11/2022 07H,33293
05/11/2022 06H,35178
05/11/2022 05H,37378
05/11/2022 04H,38696
05/11/2022 03H,38500
05/11/2022 02H,38406
05/11/2022 01H,38078
05/11/2022 00H,37786
05/10/2022 23H,37479
05/10/2022 22H,37346
05/10/2022 21H,37567
05/10/2022 20H,37903
05/10/2022 19H,38222
05/10/2022 18H,39014
05/10/2022 17H,39537
05/10/2022 16H,40107
05/10/2022 15H,40286
05/10/2022 14H,39346
05/10/2022 13H,36965
05/10/2022 12H,34274
05/10/2022 11H,32645
05/10/2022 10H,32162
05/10/2022 09H,32302
05/10/2022 08H,32749
05/10/2022 07H,33833
05/10/2022 06H,35723
05/10/2022 05H,38097
05/10/2022 04H,39522
05/10/2022 03H,39664
05/10/2022 02H,39654
05/10/2022 01H,39666
05/10/2022 00H,39277
05/9/2022 23H,38689
05/9/2022 22H,38534
05/9/2022 21H,38879
05/9/2022 20H,39078
05/9/2022 19H,39415
05/9/2022 18H,39851
05/9/2022 17H,40294
05/9/2022 16H,40593
05/9/2022 15H,40501
05/9/2022 14H,39333
05/9/2022 13H,36641
05/9/2022 12H,33784
05/9/2022 11H,32255
05/9/2022 10H,31626
05/9/2022 09H,31641
05/9/2022 08H,32122
05/9/2022 07H,33088
05/9/2022 06H,34839
05/9/2022 05H,37043
05/9/2022 04H,38154
05/9/2022 03H,37870
05/9/2022 02H,37350
05/9/2022 01H,37083
05/9/2022 00H,36684
05/8/2022 23H,36103
05/8/2022 22H,35878
05/8/2022 21H,35862
05/8/2022 20H,36031
05/8/2022 19H,36233
05/8/2022 18H,36448
05/8/2022 17H,36739
05/8/2022 16H,36407
05/8/2022 15H,35318
05/8/2022 14H,33828
05/8/2022 13H,32737
05/8/2022 12H,32027
05/8/2022 11H,31485
05/8/2022 10H,31515
05/8/2022 09H,31885
05/8/2022 08H,32659
05/8/2022 07H,33924
05/8/2022 06H,35686
05/8/2022 05H,37568
05/8/2022 04H,38736
05/8/2022 03H,38685
05/8/2022 02H,38666
05/8/2022 01H,39322
05/8/2022 00H,39124
05/7/2022 23H,38521
05/7/2022 22H,38154
05/7/2022 21H,37987
05/7/2022 20H,37972
05/7/2022 19H,38164
05/7/2022 18H,38071
05/7/2022 17H,37749
05/7/2022 16H,36988
05/7/2022 15H,35492
05/7/2022 14H,33809
05/7/2022 13H,32392
05/7/2022 12H,31605
05/7/2022 11H,31252
05/7/2022 10H,31446
05/7/2022 09H,31938
05/7/2022 08H,32797
05/7/2022 07H,34286
05/7/2022 06H,36297
05/7/2022 05H,38443
05/7/2022 04H,39761
05/7/2022 03H,39970
05/7/2022 02H,40134
05/7/2022 01H,40389
05/7/2022 00H,40340
05/6/2022 23H,40018
05/6/2022 22H,39855
05/6/2022 21H,39930
05/6/2022 20H,39927
05/6/2022 19H,39760
05/6/2022 18H,39693
05/6/2022 17H,39550
05/6/2022 16H,39318
05/6/2022 15H,38772
05/6/2022 14H,37080
05/6/2022 13H,34912
05/6/2022 12H,32822
05/6/2022 11H,31621
05/6/2022 10H,31330
05/6/2022 09H,31603
05/6/2022 08H,32318
05/6/2022 07H,33696
05/6/2022 06H,35579
05/6/2022 05H,37881
05/6/2022 04H,39388
05/6/2022 03H,39662
05/6/2022 02H,39560
05/6/2022 01H,39501
05/6/2022 00H,39472
05/5/2022 23H,39303
05/5/2022 22H,39104
05/5/2022 21H,39056
05/5/2022 20H,38939
