Demand for New York (region) hourly - UTC time
https://www.eia.gov/opendata/v1/qb.php?category=3389943&sdid=EBA.NY-ALL.D.H
12:50:26 GMT-0400 (Eastern Daylight Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.NY-ALL.D.H megawatthours
01/5/2016 17H,21388
01/5/2016 16H,21572
01/5/2016 15H,21434
01/5/2016 14H,21276
01/5/2016 13H,20936
01/5/2016 12H,19670
01/5/2016 11H,17871
01/5/2016 10H,16930
01/5/2016 09H,16654
01/5/2016 08H,16701
01/5/2016 07H,16994
01/5/2016 06H,17548
01/5/2016 05H,18516
01/5/2016 04H,19951
01/5/2016 03H,21296
01/5/2016 02H,22233
01/5/2016 01H,22837
01/5/2016 00H,23179
01/4/2016 23H,23087
01/4/2016 22H,21618
01/4/2016 21H,20695
01/4/2016 20H,20422
01/4/2016 19H,20378
01/4/2016 18H,20333
01/4/2016 17H,20333
01/4/2016 16H,20294
01/4/2016 15H,20094
01/4/2016 14H,19608
01/4/2016 13H,19068
01/4/2016 12H,17592
01/4/2016 11H,15694
01/4/2016 10H,14649
01/4/2016 09H,14321
01/4/2016 08H,14355
01/4/2016 07H,14603
01/4/2016 06H,15097
01/4/2016 05H,15922
01/4/2016 04H,17057
01/4/2016 03H,18167
01/4/2016 02H,19043
01/4/2016 01H,19554
01/4/2016 00H,19807
01/3/2016 23H,19723
01/3/2016 22H,18434
01/3/2016 21H,17492
01/3/2016 20H,17311
01/3/2016 19H,17281
01/3/2016 18H,17257
01/3/2016 17H,17079
01/3/2016 16H,16740
01/3/2016 15H,16270
01/3/2016 14H,15652
01/3/2016 13H,15030
01/3/2016 12H,14571
01/3/2016 11H,14112
01/3/2016 10H,13927
01/3/2016 09H,13946
01/3/2016 08H,14192
01/3/2016 07H,14652
01/3/2016 06H,15401
01/3/2016 05H,16381
01/3/2016 04H,17380
01/3/2016 03H,18288
01/3/2016 02H,18808
01/3/2016 01H,19237
01/3/2016 00H,19536
01/2/2016 23H,19562
01/2/2016 22H,18483
01/2/2016 21H,17629
01/2/2016 20H,17487
01/2/2016 19H,17539
01/2/2016 18H,17641
01/2/2016 17H,17613
01/2/2016 16H,17430
01/2/2016 15H,16940
01/2/2016 14H,16194
01/2/2016 13H,15491
01/2/2016 12H,14839
01/2/2016 11H,14220
01/2/2016 10H,13936
01/2/2016 09H,13915
01/2/2016 08H,14114
01/2/2016 07H,14488
01/2/2016 06H,15151
01/2/2016 05H,16106
01/2/2016 04H,17113
01/2/2016 03H,17979
01/2/2016 02H,18513
01/2/2016 01H,18892
01/2/2016 00H,19106
01/1/2016 23H,19059
01/1/2016 22H,17925
01/1/2016 21H,17248
01/1/2016 20H,17069
01/1/2016 19H,16915
01/1/2016 18H,16812
01/1/2016 17H,16548
01/1/2016 16H,16144
01/1/2016 15H,15502
01/1/2016 14H,14791
01/1/2016 13H,14398
01/1/2016 12H,14093
01/1/2016 11H,13671
01/1/2016 10H,13500
01/1/2016 09H,13632
01/1/2016 08H,14013
01/1/2016 07H,14583
01/1/2016 06H,15250
01/1/2016 05H,16055
01/1/2016 04H,16772
01/1/2016 03H,17557
01/1/2016 02H,18340
01/1/2016 01H,19008
01/1/2016 00H,19726
12/31/2015 23H,20033
12/31/2015 22H,19148
12/31/2015 21H,18270
12/31/2015 20H,18167
12/31/2015 19H,18198
12/31/2015 18H,18187
12/31/2015 17H,18194
12/31/2015 16H,18104
12/31/2015 15H,17776
12/31/2015 14H,17190
12/31/2015 13H,16416
12/31/2015 12H,15378
12/31/2015 11H,14202
12/31/2015 10H,13538
12/31/2015 09H,13420
12/31/2015 08H,13644
12/31/2015 07H,14123
12/31/2015 06H,14854
12/31/2015 05H,15953
12/31/2015 04H,17301
12/31/2015 03H,18497
12/31/2015 02H,19279
12/31/2015 01H,19849
12/31/2015 00H,20332
12/30/2015 23H,20564
12/30/2015 22H,19716
12/30/2015 21H,18958
12/30/2015 20H,18850
12/30/2015 19H,18874
12/30/2015 18H,18888
12/30/2015 17H,18953
12/30/2015 16H,18794
12/30/2015 15H,18430
12/30/2015 14H,17814
12/30/2015 13H,17081
12/30/2015 12H,15935
12/30/2015 11H,14606
12/30/2015 10H,13876
12/30/2015 09H,13730
12/30/2015 08H,13884
12/30/2015 07H,14282
12/30/2015 06H,14954
12/30/2015 05H,16054
12/30/2015 04H,17391
12/30/2015 03H,18665
12/30/2015 02H,19489
12/30/2015 01H,20202
12/30/2015 00H,20725
12/29/2015 23H,20903
12/29/2015 22H,19895
12/29/2015 21H,19275
12/29/2015 20H,19308
12/29/2015 19H,19393
12/29/2015 18H,19483
12/29/2015 17H,19526
12/29/2015 16H,19436
12/29/2015 15H,19025
12/29/2015 14H,18344
12/29/2015 13H,17542
12/29/2015 12H,16362
12/29/2015 11H,15133
12/29/2015 10H,14453
12/29/2015 09H,14340
12/29/2015 08H,14520
12/29/2015 07H,14920
12/29/2015 06H,15571
12/29/2015 05H,16649
12/29/2015 04H,18014
12/29/2015 03H,19281
12/29/2015 02H,20100
12/29/2015 01H,20654
12/29/2015 00H,21093
12/28/2015 23H,21254
12/28/2015 22H,20209
12/28/2015 21H,19140
12/28/2015 20H,18919
12/28/2015 19H,18861
12/28/2015 18H,18783
12/28/2015 17H,18824
12/28/2015 16H,18702
12/28/2015 15H,18350
12/28/2015 14H,17735
12/28/2015 13H,16935
12/28/2015 12H,15726
12/28/2015 11H,14355
12/28/2015 10H,13526
12/28/2015 09H,13270
12/28/2015 08H,13333
12/28/2015 07H,13620
12/28/2015 06H,14166
12/28/2015 05H,15111
12/28/2015 04H,16258
12/28/2015 03H,17241
12/28/2015 02H,17866
12/28/2015 01H,18328
12/28/2015 00H,18653
12/27/2015 23H,18707
12/27/2015 22H,17843
12/27/2015 21H,16905
12/27/2015 20H,16759
12/27/2015 19H,16704
12/27/2015 18H,16631
12/27/2015 17H,16472
12/27/2015 16H,16055
12/27/2015 15H,15354
12/27/2015 14H,14547
12/27/2015 13H,13820
12/27/2015 12H,13322
12/27/2015 11H,12921
12/27/2015 10H,12709
12/27/2015 09H,12771
12/27/2015 08H,13001
12/27/2015 07H,13461
12/27/2015 06H,14133
12/27/2015 05H,15092
12/27/2015 04H,16202
12/27/2015 03H,17120
12/27/2015 02H,17652
12/27/2015 01H,18022
12/27/2015 00H,18338
12/26/2015 23H,18398
12/26/2015 22H,17530
12/26/2015 21H,16641
12/26/2015 20H,16461
12/26/2015 19H,16407
12/26/2015 18H,16482
12/26/2015 17H,16455
12/26/2015 16H,16182
12/26/2015 15H,15681
12/26/2015 14H,14883
12/26/2015 13H,14109
12/26/2015 12H,13425
12/26/2015 11H,12774
12/26/2015 10H,12442
12/26/2015 09H,12411
12/26/2015 08H,12599
12/26/2015 07H,12978
12/26/2015 06H,13628
12/26/2015 05H,14490
12/26/2015 04H,15424
12/26/2015 03H,16063
12/26/2015 02H,16392
12/26/2015 01H,16591
12/26/2015 00H,16756
12/25/2015 23H,16896
12/25/2015 22H,16292
12/25/2015 21H,15628
12/25/2015 20H,15592
12/25/2015 19H,15685
12/25/2015 18H,15730
12/25/2015 17H,15673
12/25/2015 16H,15478
12/25/2015 15H,15156
12/25/2015 14H,14526
12/25/2015 13H,13847
12/25/2015 12H,13228
12/25/2015 11H,12691
12/25/2015 10H,12471
12/25/2015 09H,12552
12/25/2015 08H,12829
12/25/2015 07H,13364
12/25/2015 06H,14133
12/25/2015 05H,15031
12/25/2015 04H,15981
12/25/2015 03H,16643
12/25/2015 02H,17153
12/25/2015 01H,17657
12/25/2015 00H,18343
12/24/2015 23H,18918
12/24/2015 22H,18003
12/24/2015 21H,17409
12/24/2015 20H,17566
12/24/2015 19H,17648
12/24/2015 18H,17914
12/24/2015 17H,18016
12/24/2015 16H,17802
12/24/2015 15H,17299
12/24/2015 14H,16425
12/24/2015 13H,15572
12/24/2015 12H,14443
12/24/2015 11H,13316
12/24/2015 10H,12816
12/24/2015 09H,12756
12/24/2015 08H,13020
12/24/2015 07H,13532
12/24/2015 06H,14367
12/24/2015 05H,15713
12/24/2015 04H,17224
12/24/2015 03H,18425
12/24/2015 02H,19244
12/24/2015 01H,19830
12/24/2015 00H,20305
12/23/2015 23H,20487
12/23/2015 22H,19791
12/23/2015 21H,18821
12/23/2015 20H,18571
12/23/2015 19H,18566
12/23/2015 18H,18543
12/23/2015 17H,18616
12/23/2015 16H,18597
12/23/2015 15H,18410
12/23/2015 14H,18020
12/23/2015 13H,17364
12/23/2015 12H,15917
12/23/2015 11H,14204
12/23/2015 10H,13353
12/23/2015 09H,13169
12/23/2015 08H,13313
12/23/2015 07H,13692
12/23/2015 06H,14381
12/23/2015 05H,15573
12/23/2015 04H,17068
12/23/2015 03H,18489
12/23/2015 02H,19304
12/23/2015 01H,19898
12/23/2015 00H,20370
12/22/2015 23H,20545
12/22/2015 22H,19684
12/22/2015 21H,18912
12/22/2015 20H,18874
12/22/2015 19H,19009
12/22/2015 18H,18996
12/22/2015 17H,19033
12/22/2015 16H,18924
12/22/2015 15H,18708
12/22/2015 14H,18337
12/22/2015 13H,17711
12/22/2015 12H,16263
12/22/2015 11H,14410
12/22/2015 10H,13540
12/22/2015 09H,13339
12/22/2015 08H,13487
12/22/2015 07H,13912
12/22/2015 06H,14655
12/22/2015 05H,15926
12/22/2015 04H,17463
12/22/2015 03H,18939
12/22/2015 02H,19904
12/22/2015 01H,20495
12/22/2015 00H,20977
12/21/2015 23H,21186
12/21/2015 22H,20329
12/21/2015 21H,19335
12/21/2015 20H,19133
12/21/2015 19H,19198
12/21/2015 18H,19207
12/21/2015 17H,19396
12/21/2015 16H,19339
12/21/2015 15H,19240
12/21/2015 14H,18959
12/21/2015 13H,18460
12/21/2015 12H,17073
12/21/2015 11H,15209
12/21/2015 10H,14231
12/21/2015 09H,13984
12/21/2015 08H,14105
12/21/2015 07H,14455
12/21/2015 06H,15160
12/21/2015 05H,16207
12/21/2015 04H,17516
12/21/2015 03H,18751
12/21/2015 02H,19517
12/21/2015 01H,19864
12/21/2015 00H,20078
12/20/2015 23H,19994
12/20/2015 22H,18485
12/20/2015 21H,17367
12/20/2015 20H,17162
12/20/2015 19H,17209
12/20/2015 18H,17284
12/20/2015 17H,17265
12/20/2015 16H,17145
12/20/2015 15H,16836
12/20/2015 14H,16296
12/20/2015 13H,15596
12/20/2015 12H,15036
12/20/2015 11H,14526
12/20/2015 10H,14297
12/20/2015 09H,14261
12/20/2015 08H,14493
12/20/2015 07H,14928
12/20/2015 06H,15711
12/20/2015 05H,16810
12/20/2015 04H,17936
12/20/2015 03H,18856
12/20/2015 02H,19454
12/20/2015 01H,19913
12/20/2015 00H,20229
12/19/2015 23H,20278
12/19/2015 22H,19135
12/19/2015 21H,18136
12/19/2015 20H,17977
12/19/2015 19H,17894
12/19/2015 18H,17895
12/19/2015 17H,17884
12/19/2015 16H,17798
12/19/2015 15H,17521
12/19/2015 14H,16954
12/19/2015 13H,16132
12/19/2015 12H,15274
12/19/2015 11H,14465
12/19/2015 10H,14071
12/19/2015 09H,13993
12/19/2015 08H,14200
12/19/2015 07H,14645
12/19/2015 06H,15431
12/19/2015 05H,16557
12/19/2015 04H,17883
12/19/2015 03H,18948
12/19/2015 02H,19723
12/19/2015 01H,20209
12/19/2015 00H,20651
12/18/2015 23H,20873
12/18/2015 22H,19897
12/18/2015 21H,18940
12/18/2015 20H,18835
12/18/2015 19H,18884
12/18/2015 18H,18918
12/18/2015 17H,19067
12/18/2015 16H,18999
12/18/2015 15H,18805
12/18/2015 14H,18459
12/18/2015 13H,17911
12/18/2015 12H,16373
12/18/2015 11H,14447
12/18/2015 10H,13493
12/18/2015 09H,13324
12/18/2015 08H,13447
12/18/2015 07H,13847
12/18/2015 06H,14544
12/18/2015 05H,15668
12/18/2015 04H,17210
12/18/2015 03H,18602
12/18/2015 02H,19561
12/18/2015 01H,20253
12/18/2015 00H,20776
12/17/2015 23H,21020
12/17/2015 22H,20311
12/17/2015 21H,19426
12/17/2015 20H,19181
12/17/2015 19H,19193
12/17/2015 18H,19103
12/17/2015 17H,19099
12/17/2015 16H,19035
12/17/2015 15H,18824
12/17/2015 14H,18496
12/17/2015 13H,17930
12/17/2015 12H,16415
12/17/2015 11H,14535
12/17/2015 10H,13649
12/17/2015 09H,13451
12/17/2015 08H,13583
12/17/2015 07H,13971
12/17/2015 06H,14691
12/17/2015 05H,15815
12/17/2015 04H,17454
12/17/2015 03H,18887
12/17/2015 02H,19837
12/17/2015 01H,20424
12/17/2015 00H,20817
12/16/2015 23H,20943
12/16/2015 22H,19888
12/16/2015 21H,18841
12/16/2015 20H,18592
12/16/2015 19H,18540
12/16/2015 18H,18473
12/16/2015 17H,18517
12/16/2015 16H,18518
12/16/2015 15H,18480
12/16/2015 14H,18284
12/16/2015 13H,17845
12/16/2015 12H,16571
12/16/2015 11H,14559
12/16/2015 10H,13542
12/16/2015 09H,13287
12/16/2015 08H,13411
12/16/2015 07H,13739
12/16/2015 06H,14370
12/16/2015 05H,15507
12/16/2015 04H,17113
12/16/2015 03H,18500
12/16/2015 02H,19503
12/16/2015 01H,20074
12/16/2015 00H,20532
12/15/2015 23H,20679
12/15/2015 22H,19619
12/15/2015 21H,18581
12/15/2015 20H,18355
12/15/2015 19H,18299
12/15/2015 18H,18315
12/15/2015 17H,18329
12/15/2015 16H,18227
12/15/2015 15H,18106
12/15/2015 14H,17806
12/15/2015 13H,17408
12/15/2015 12H,16009
12/15/2015 11H,14114
12/15/2015 10H,13170
12/15/2015 09H,12977
12/15/2015 08H,13138
12/15/2015 07H,13519
12/15/2015 06H,14225
12/15/2015 05H,15446
12/15/2015 04H,17008
12/15/2015 03H,18384
12/15/2015 02H,19465
12/15/2015 01H,20171
12/15/2015 00H,20624
12/14/2015 23H,20790
12/14/2015 22H,19713
12/14/2015 21H,18658
12/14/2015 20H,18457
12/14/2015 19H,18517
12/14/2015 18H,18517
12/14/2015 17H,18600
12/14/2015 16H,18529
12/14/2015 15H,18293
12/14/2015 14H,17855
12/14/2015 13H,17336
12/14/2015 12H,15873
12/14/2015 11H,13930
12/14/2015 10H,12936
12/14/2015 09H,12685
12/14/2015 08H,12775
12/14/2015 07H,13061
12/14/2015 06H,13669
12/14/2015 05H,14689
12/14/2015 04H,16036
12/14/2015 03H,17163
12/14/2015 02H,18045
12/14/2015 01H,18565
12/14/2015 00H,18875
12/13/2015 23H,18899
12/13/2015 22H,17680
12/13/2015 21H,16454
12/13/2015 20H,16249
12/13/2015 19H,16252
12/13/2015 18H,16254
12/13/2015 17H,16138
12/13/2015 16H,15894
12/13/2015 15H,15492
12/13/2015 14H,14801
12/13/2015 13H,13912
12/13/2015 12H,13331
12/13/2015 11H,12830
12/13/2015 10H,12628
12/13/2015 09H,12661
12/13/2015 08H,12882
12/13/2015 07H,13288
12/13/2015 06H,14008
12/13/2015 05H,14963
12/13/2015 04H,16044
12/13/2015 03H,16949
12/13/2015 02H,17567
12/13/2015 01H,18022
12/13/2015 00H,18388
12/12/2015 23H,18521
12/12/2015 22H,17657
12/12/2015 21H,16713
12/12/2015 20H,16554
12/12/2015 19H,16510
12/12/2015 18H,16587
12/12/2015 17H,16643
12/12/2015 16H,16532
12/12/2015 15H,16320
12/12/2015 14H,15742
12/12/2015 13H,14928
12/12/2015 12H,14235
12/12/2015 11H,13503
12/12/2015 10H,13132
12/12/2015 09H,13073
12/12/2015 08H,13307
12/12/2015 07H,13763
12/12/2015 06H,14423
12/12/2015 05H,15512
12/12/2015 04H,16825
12/12/2015 03H,17938
12/12/2015 02H,18672
12/12/2015 01H,19220
12/12/2015 00H,19734
12/11/2015 23H,20031
12/11/2015 22H,19014
12/11/2015 21H,18088
12/11/2015 20H,17969
12/11/2015 19H,17989
12/11/2015 18H,18028
12/11/2015 17H,18248
12/11/2015 16H,18308
12/11/2015 15H,18230
12/11/2015 14H,17975
12/11/2015 13H,17509
12/11/2015 12H,16233
12/11/2015 11H,14349
12/11/2015 10H,13437
12/11/2015 09H,13234
12/11/2015 08H,13383
12/11/2015 07H,13739
12/11/2015 06H,14374
12/11/2015 05H,15461
12/11/2015 04H,16913
12/11/2015 03H,18308
12/11/2015 02H,19254
12/11/2015 01H,19825
12/11/2015 00H,20245
12/10/2015 23H,20369
12/10/2015 22H,19112
12/10/2015 21H,18050
12/10/2015 20H,17911
12/10/2015 19H,17920
12/10/2015 18H,17932
12/10/2015 17H,18043
12/10/2015 16H,18101
12/10/2015 15H,18072
12/10/2015 14H,17865
12/10/2015 13H,17491
12/10/2015 12H,16278
12/10/2015 11H,14365
12/10/2015 10H,13433
12/10/2015 09H,13252
12/10/2015 08H,13350
12/10/2015 07H,13725
12/10/2015 06H,14383
12/10/2015 05H,15509
12/10/2015 04H,17059
12/10/2015 03H,18539
12/10/2015 02H,19527
12/10/2015 01H,20147
12/10/2015 00H,20604
12/9/2015 23H,20812
12/9/2015 22H,19662
12/9/2015 21H,18590
12/9/2015 20H,18430
12/9/2015 19H,18505
12/9/2015 18H,18494
12/9/2015 17H,18630
12/9/2015 16H,18765
12/9/2015 15H,18738
12/9/2015 14H,18618
12/9/2015 13H,18236
12/9/2015 12H,17012
12/9/2015 11H,15017
12/9/2015 10H,14063
12/9/2015 09H,13841
12/9/2015 08H,13920
12/9/2015 07H,14235
12/9/2015 06H,14868
12/9/2015 05H,15941
12/9/2015 04H,17482
12/9/2015 03H,18864
12/9/2015 02H,19877
12/9/2015 01H,20490
12/9/2015 00H,20902
12/8/2015 23H,21069
12/8/2015 22H,19865
12/8/2015 21H,18720
12/8/2015 20H,18565
12/8/2015 19H,18615
12/8/2015 18H,18671
12/8/2015 17H,18784
12/8/2015 16H,18860
12/8/2015 15H,18816
12/8/2015 14H,18639
12/8/2015 13H,18221
12/8/2015 12H,16911
12/8/2015 11H,14965
12/8/2015 10H,13970
12/8/2015 09H,13712
12/8/2015 08H,13830
12/8/2015 07H,14135
12/8/2015 06H,14782
12/8/2015 05H,15898
12/8/2015 04H,17425
12/8/2015 03H,18894
12/8/2015 02H,19892
12/8/2015 01H,20505
12/8/2015 00H,20995
12/7/2015 23H,21152
12/7/2015 22H,19921
12/7/2015 21H,18787
12/7/2015 20H,18561
12/7/2015 19H,18601
12/7/2015 18H,18669
12/7/2015 17H,18777
12/7/2015 16H,18870
12/7/2015 15H,18870
12/7/2015 14H,18694
12/7/2015 13H,18272
12/7/2015 12H,16958
12/7/2015 11H,14975
12/7/2015 10H,13997
12/7/2015 09H,13691
12/7/2015 08H,13740
12/7/2015 07H,14018
12/7/2015 06H,14514
12/7/2015 05H,15473
12/7/2015 04H,16734
12/7/2015 03H,17881
12/7/2015 02H,18735
12/7/2015 01H,19175
12/7/2015 00H,19450
12/6/2015 23H,19412
12/6/2015 22H,18026
12/6/2015 21H,16783
12/6/2015 20H,16547
12/6/2015 19H,16532
12/6/2015 18H,16553
12/6/2015 17H,16513
12/6/2015 16H,16474
12/6/2015 15H,16268
12/6/2015 14H,15737
12/6/2015 13H,14836
12/6/2015 12H,14319
12/6/2015 11H,13883
12/6/2015 10H,13694
12/6/2015 09H,13662
12/6/2015 08H,13849
12/6/2015 07H,14280
12/6/2015 06H,14911
12/6/2015 05H,15773
12/6/2015 04H,16810
12/6/2015 03H,17627
12/6/2015 02H,18116
12/6/2015 01H,18524
12/6/2015 00H,18895
12/5/2015 23H,18734
12/5/2015 22H,17504
12/5/2015 21H,16559
12/5/2015 20H,16433
12/5/2015 19H,16539
12/5/2015 18H,16716
12/5/2015 17H,16900
12/5/2015 16H,16909
12/5/2015 15H,16707
12/5/2015 14H,16202
12/5/2015 13H,15418
12/5/2015 12H,14716
12/5/2015 11H,13928
12/5/2015 10H,13515
12/5/2015 09H,13483
12/5/2015 08H,13658
12/5/2015 07H,14089
12/5/2015 06H,14785
12/5/2015 05H,15853
12/5/2015 04H,17149
12/5/2015 03H,18193
12/5/2015 02H,18944
12/5/2015 01H,19514
12/5/2015 00H,19973
12/4/2015 23H,20265
12/4/2015 22H,19451
12/4/2015 21H,18702
12/4/2015 20H,18570
12/4/2015 19H,18518
12/4/2015 18H,18618
12/4/2015 17H,18769
12/4/2015 16H,18847
12/4/2015 15H,18707
12/4/2015 14H,18376
12/4/2015 13H,17944
12/4/2015 12H,16718
12/4/2015 11H,14807
12/4/2015 10H,13807
12/4/2015 09H,13555
12/4/2015 08H,13699
12/4/2015 07H,14001
12/4/2015 06H,14503
12/4/2015 05H,15663
12/4/2015 04H,17210
12/4/2015 03H,18619
12/4/2015 02H,19588
12/4/2015 01H,20195
12/4/2015 00H,20637
12/3/2015 23H,20753
12/3/2015 22H,19725
12/3/2015 21H,18871
12/3/2015 20H,18672
12/3/2015 19H,18648
12/3/2015 18H,18634
12/3/2015 17H,18741
12/3/2015 16H,18655
12/3/2015 15H,18451
12/3/2015 14H,18206
12/3/2015 13H,17741
12/3/2015 12H,16504
12/3/2015 11H,14511
12/3/2015 10H,13487
12/3/2015 09H,13259
12/3/2015 08H,13369
12/3/2015 07H,13706
12/3/2015 06H,14305
12/3/2015 05H,15420
12/3/2015 04H,16896
12/3/2015 03H,18260
12/3/2015 02H,19233
12/3/2015 01H,19942
12/3/2015 00H,20428
12/2/2015 23H,20701
12/2/2015 22H,20040
12/2/2015 21H,19145
12/2/2015 20H,18940
12/2/2015 19H,18962
12/2/2015 18H,18919
12/2/2015 17H,18945
12/2/2015 16H,18910
12/2/2015 15H,18726
12/2/2015 14H,18313
12/2/2015 13H,17754
12/2/2015 12H,16400
12/2/2015 11H,14512
12/2/2015 10H,13587
12/2/2015 09H,13362
12/2/2015 08H,13498
12/2/2015 07H,13834
12/2/2015 06H,14453
12/2/2015 05H,15539
12/2/2015 04H,16983
12/2/2015 03H,18418
12/2/2015 02H,19496
12/2/2015 01H,20190
12/2/2015 00H,20715
12/1/2015 23H,20929
12/1/2015 22H,20183
12/1/2015 21H,19390
12/1/2015 20H,19215
12/1/2015 19H,19240
12/1/2015 18H,19246
12/1/2015 17H,19296
12/1/2015 16H,19250
12/1/2015 15H,19026
12/1/2015 14H,18738
12/1/2015 13H,18193
12/1/2015 12H,16898
12/1/2015 11H,15013
12/1/2015 10H,13998
12/1/2015 09H,13733
12/1/2015 08H,13848
12/1/2015 07H,14209
12/1/2015 06H,14827
12/1/2015 05H,15916
12/1/2015 04H,17369
12/1/2015 03H,18822
12/1/2015 02H,19871
12/1/2015 01H,20549
12/1/2015 00H,21009
11/30/2015 23H,21086
11/30/2015 22H,19869
11/30/2015 21H,18832
11/30/2015 20H,18666
11/30/2015 19H,18759
11/30/2015 18H,18859
11/30/2015 17H,19028
11/30/2015 16H,19162
11/30/2015 15H,19078
11/30/2015 14H,18824
11/30/2015 13H,18457
11/30/2015 12H,17182
11/30/2015 11H,15186
11/30/2015 10H,14099
11/30/2015 09H,13764
11/30/2015 08H,13837
11/30/2015 07H,14076
11/30/2015 06H,14541
11/30/2015 05H,15360
11/30/2015 04H,16474
11/30/2015 03H,17621
11/30/2015 02H,18460
11/30/2015 01H,18951
11/30/2015 00H,19199
11/29/2015 23H,19135
11/29/2015 22H,17843
11/29/2015 21H,16760
11/29/2015 20H,16457
11/29/2015 19H,16416
11/29/2015 18H,16414
11/29/2015 17H,16410
11/29/2015 16H,16359
11/29/2015 15H,15920
11/29/2015 14H,15242
11/29/2015 13H,14447
11/29/2015 12H,13915
11/29/2015 11H,13381
11/29/2015 10H,13102
11/29/2015 09H,13054
11/29/2015 08H,13264
11/29/2015 07H,13614
11/29/2015 06H,14196
11/29/2015 05H,15049
11/29/2015 04H,16072
11/29/2015 03H,16945
11/29/2015 02H,17529
11/29/2015 01H,17943
11/29/2015 00H,18270
11/28/2015 23H,18336
11/28/2015 22H,17723
11/28/2015 21H,16944
11/28/2015 20H,16763
11/28/2015 19H,16796
11/28/2015 18H,16827
11/28/2015 17H,16754
11/28/2015 16H,16448
11/28/2015 15H,15944
11/28/2015 14H,15146
11/28/2015 13H,14196
11/28/2015 12H,13486
11/28/2015 11H,12850
11/28/2015 10H,12491
11/28/2015 09H,12456
11/28/2015 08H,12662
11/28/2015 07H,13015
11/28/2015 06H,13594
11/28/2015 05H,14464
11/28/2015 04H,15465
11/28/2015 03H,16368
11/28/2015 02H,17063
11/28/2015 01H,17588
11/28/2015 00H,18038
11/27/2015 23H,18286
11/27/2015 22H,17419
11/27/2015 21H,16567
11/27/2015 20H,16406
11/27/2015 19H,16361
11/27/2015 18H,16460
11/27/2015 17H,16476
11/27/2015 16H,16358
11/27/2015 15H,16007
11/27/2015 14H,15464
11/27/2015 13H,14785
11/27/2015 12H,14045
11/27/2015 11H,13176
11/27/2015 10H,12676
11/27/2015 09H,12510
11/27/2015 08H,12626
11/27/2015 07H,12911
11/27/2015 06H,13370
11/27/2015 05H,14103
11/27/2015 04H,14865
11/27/2015 03H,15452
11/27/2015 02H,15721
11/27/2015 01H,15924
11/27/2015 00H,16119
11/26/2015 23H,16274
11/26/2015 22H,15814
11/26/2015 21H,15576
11/26/2015 20H,15919
11/26/2015 19H,16399
11/26/2015 18H,16811
11/26/2015 17H,16936
11/26/2015 16H,16776
11/26/2015 15H,16373
11/26/2015 14H,15694
11/26/2015 13H,14922
11/26/2015 12H,14372
11/26/2015 11H,13796
11/26/2015 10H,13444
11/26/2015 09H,13370
11/26/2015 08H,13586
11/26/2015 07H,14019
11/26/2015 06H,14679
11/26/2015 05H,15731
11/26/2015 04H,16961
11/26/2015 03H,18097
11/26/2015 02H,18903
11/26/2015 01H,19490
11/26/2015 00H,19923
11/25/2015 23H,20080
11/25/2015 22H,19006
11/25/2015 21H,18285
11/25/2015 20H,18249
11/25/2015 19H,18355
11/25/2015 18H,18512
11/25/2015 17H,18742
11/25/2015 16H,18875
11/25/2015 15H,18900
11/25/2015 14H,18657
11/25/2015 13H,18123
11/25/2015 12H,16991
11/25/2015 11H,15264
11/25/2015 10H,14340
11/25/2015 09H,14056
11/25/2015 08H,14143
11/25/2015 07H,14486
11/25/2015 06H,15038
11/25/2015 05H,16027
11/25/2015 04H,17373
11/25/2015 03H,18646
11/25/2015 02H,19560
11/25/2015 01H,20177
11/25/2015 00H,20562
11/24/2015 23H,20739
11/24/2015 22H,19692
11/24/2015 21H,18879
11/24/2015 20H,18763
11/24/2015 19H,18823
11/24/2015 18H,18875
11/24/2015 17H,19020
11/24/2015 16H,19154
11/24/2015 15H,19194
11/24/2015 14H,19079
11/24/2015 13H,18622
11/24/2015 12H,17397
11/24/2015 11H,15544
11/24/2015 10H,14473
11/24/2015 09H,14218
11/24/2015 08H,14290
11/24/2015 07H,14605
11/24/2015 06H,15191
11/24/2015 05H,16205
11/24/2015 04H,17583
11/24/2015 03H,18885
11/24/2015 02H,19908
11/24/2015 01H,20538
11/24/2015 00H,20913
11/23/2015 23H,20993
11/23/2015 22H,19807
11/23/2015 21H,18900
11/23/2015 20H,18715
11/23/2015 19H,18706
11/23/2015 18H,18731
11/23/2015 17H,18828
11/23/2015 16H,18828
11/23/2015 15H,18758
11/23/2015 14H,18532
11/23/2015 13H,18041
11/23/2015 12H,16854
11/23/2015 11H,14916
11/23/2015 10H,13852
11/23/2015 09H,13528
11/23/2015 08H,13547
11/23/2015 07H,13755
11/23/2015 06H,14194
11/23/2015 05H,14983
11/23/2015 04H,16063
11/23/2015 03H,17172
11/23/2015 02H,17974
11/23/2015 01H,18467
11/23/2015 00H,18769
11/22/2015 23H,18819
11/22/2015 22H,17847
11/22/2015 21H,16931
11/22/2015 20H,16659
11/22/2015 19H,16576
11/22/2015 18H,16475
11/22/2015 17H,16303
11/22/2015 16H,16010
11/22/2015 15H,15550
11/22/2015 14H,14876
11/22/2015 13H,14040
11/22/2015 12H,13517
11/22/2015 11H,13029
11/22/2015 10H,12814
11/22/2015 09H,12813
11/22/2015 08H,13041
